bioguide_id,crp_id,cand_name,cycle,sector_name,indivs,pacs,totals
C001075,N00030245,Bill Cassidy (R),2012,Energy/Nat Resource,82600,103250,185850
C001075,N00030245,Bill Cassidy (R),2012,Finance/Insur/RealEst,80581,55750,136331
C001075,N00030245,Bill Cassidy (R),2012,Health,177500,311941,489441
C001075,N00030245,Bill Cassidy (R),2012,Lawyers & Lobbyists,80365,15284,95649
C001075,N00030245,Bill Cassidy (R),2012,Transportation,33000,50997,83997
C001075,N00030245,Bill Cassidy (R),2012,Misc Business,110908,69500,180408
C001075,N00030245,Bill Cassidy (R),2012,Ideology/Single-Issue,34494,31000,65494
C001075,N00030245,Bill Cassidy (R),2012,Other,62500,0,62500
C001080,N00030600,Judy Chu (D),2012,Agribusiness,23100,0,23100
C001080,N00030600,Judy Chu (D),2012,Communic/Electronics,45500,43500,89000
C001080,N00030600,Judy Chu (D),2012,Construction,19300,3850,23150
C001080,N00030600,Judy Chu (D),2012,Defense,3000,5000,8000
C001080,N00030600,Judy Chu (D),2012,Energy/Nat Resource,4350,11000,15350
C001080,N00030600,Judy Chu (D),2012,Finance/Insur/RealEst,85360,22000,107360
C001080,N00030600,Judy Chu (D),2012,Health,58176,21600,79776
C001080,N00030600,Judy Chu (D),2012,Lawyers & Lobbyists,61033,18535,79568
C001080,N00030600,Judy Chu (D),2012,Transportation,10850,500,11350
C001080,N00030600,Judy Chu (D),2012,Misc Business,65750,16500,82250
C001080,N00030600,Judy Chu (D),2012,Labor,500,187450,187950
C001080,N00030600,Judy Chu (D),2012,Ideology/Single-Issue,37066,17500,54566
C001080,N00030600,Judy Chu (D),2012,Other,69940,1000,70940
B001267,N00030608,Michael F Bennet (D),2012,Agribusiness,122491,109000,231491
B001267,N00030608,Michael F Bennet (D),2012,Communic/Electronics,771231,154088,925319
B001267,N00030608,Michael F Bennet (D),2012,Construction,167965,16500,184465
B001267,N00030608,Michael F Bennet (D),2012,Defense,9900,44000,53900
B001267,N00030608,Michael F Bennet (D),2012,Energy/Nat Resource,179861,142995,322856
B001267,N00030608,Michael F Bennet (D),2012,Finance/Insur/RealEst,2273286,492385,2765671
B001267,N00030608,Michael F Bennet (D),2012,Health,338457,323200,661657
B001267,N00030608,Michael F Bennet (D),2012,Lawyers & Lobbyists,1603595,164401,1767996
B001267,N00030608,Michael F Bennet (D),2012,Transportation,64050,68299,132349
B001267,N00030608,Michael F Bennet (D),2012,Misc Business,685204,192771,877975
B001267,N00030608,Michael F Bennet (D),2012,Labor,2100,253500,255600
B001267,N00030608,Michael F Bennet (D),2012,Ideology/Single-Issue,486741,471983,958724
B001267,N00030608,Michael F Bennet (D),2012,Other,1400977,27100,1428077
B001287,N00030717,Ami Bera (D),2012,Agribusiness,9750,0,9750
B001287,N00030717,Ami Bera (D),2012,Communic/Electronics,115900,5500,121400
B001287,N00030717,Ami Bera (D),2012,Construction,42400,0,42400
B001287,N00030717,Ami Bera (D),2012,Defense,12700,0,12700
B001287,N00030717,Ami Bera (D),2012,Energy/Nat Resource,38900,0,38900
B001287,N00030717,Ami Bera (D),2012,Finance/Insur/RealEst,145390,21000,166390
B001287,N00030717,Ami Bera (D),2012,Health,221976,162999,384975
B001287,N00030717,Ami Bera (D),2012,Lawyers & Lobbyists,146220,10000,156220
B001287,N00030717,Ami Bera (D),2012,Transportation,250,0,250
B001287,N00030717,Ami Bera (D),2012,Misc Business,199661,4500,204161
B001287,N00030717,Ami Bera (D),2012,Labor,750,258300,259050
B001287,N00030717,Ami Bera (D),2012,Ideology/Single-Issue,176309,262292,438601
B001287,N00030717,Ami Bera (D),2012,Other,496645,1000,497645
C001083,N00030736,John Carney (D),2012,Agribusiness,1250,6000,7250
C001083,N00030736,John Carney (D),2012,Communic/Electronics,4500,25000,29500
C001083,N00030736,John Carney (D),2012,Construction,7100,15500,22600
C001083,N00030736,John Carney (D),2012,Defense,0,9000,9000
C001083,N00030736,John Carney (D),2012,Energy/Nat Resource,750,6500,7250
C001083,N00030736,John Carney (D),2012,Finance/Insur/RealEst,76625,464500,541125
C001083,N00030736,John Carney (D),2012,Health,29475,89952,119427
C001083,N00030736,John Carney (D),2012,Lawyers & Lobbyists,206051,17100,223151
C001083,N00030736,John Carney (D),2012,Transportation,4250,11000,15250
C001083,N00030736,John Carney (D),2012,Misc Business,28300,49926,78226
C001083,N00030736,John Carney (D),2012,Labor,250,103300,103550
C001083,N00030736,John Carney (D),2012,Ideology/Single-Issue,2500,31250,33750
C001083,N00030736,John Carney (D),2012,Other,64690,0,64690
C001087,N00030770,Rick Crawford (R),2012,Agribusiness,96350,120250,216600
C001087,N00030770,Rick Crawford (R),2012,Communic/Electronics,2650,18750,21400
C001087,N00030770,Rick Crawford (R),2012,Construction,42080,24000,66080
C001087,N00030770,Rick Crawford (R),2012,Defense,0,1000,1000
C001087,N00030770,Rick Crawford (R),2012,Energy/Nat Resource,17022,28000,45022
C001087,N00030770,Rick Crawford (R),2012,Finance/Insur/RealEst,83811,74500,158311
C001087,N00030770,Rick Crawford (R),2012,Health,53227,19000,72227
C001087,N00030770,Rick Crawford (R),2012,Lawyers & Lobbyists,20133,2386,22519
C001087,N00030770,Rick Crawford (R),2012,Transportation,12755,47500,60255
C001087,N00030770,Rick Crawford (R),2012,Misc Business,56700,55500,112200
C001087,N00030770,Rick Crawford (R),2012,Labor,0,10000,10000
C001087,N00030770,Rick Crawford (R),2012,Ideology/Single-Issue,7290,136100,143390
C001087,N00030770,Rick Crawford (R),2012,Other,49014,500,49514
B001274,N00030910,Mo Brooks (R),2012,Agribusiness,3750,25000,28750
B001274,N00030910,Mo Brooks (R),2012,Communic/Electronics,21830,25950,47780
B001274,N00030910,Mo Brooks (R),2012,Construction,10700,24000,34700
B001274,N00030910,Mo Brooks (R),2012,Defense,54520,158500,213020
B001274,N00030910,Mo Brooks (R),2012,Energy/Nat Resource,1750,21000,22750
B001274,N00030910,Mo Brooks (R),2012,Finance/Insur/RealEst,27700,47000,74700
B001274,N00030910,Mo Brooks (R),2012,Health,30334,36000,66334
B001274,N00030910,Mo Brooks (R),2012,Lawyers & Lobbyists,37560,20500,58060
B001274,N00030910,Mo Brooks (R),2012,Transportation,4800,17500,22300
B001274,N00030910,Mo Brooks (R),2012,Misc Business,20713,50000,70713
B001274,N00030910,Mo Brooks (R),2012,Ideology/Single-Issue,3000,43498,46498
B001274,N00030910,Mo Brooks (R),2012,Other,43167,0,43167
A000368,N00030980,Kelly Ayotte (R),2012,Agribusiness,39400,60050,99450
A000368,N00030980,Kelly Ayotte (R),2012,Communic/Electronics,165768,138501,304269
A000368,N00030980,Kelly Ayotte (R),2012,Construction,114638,42000,156638
A000368,N00030980,Kelly Ayotte (R),2012,Defense,9600,61000,70600
A000368,N00030980,Kelly Ayotte (R),2012,Energy/Nat Resource,179208,151150,330358
A000368,N00030980,Kelly Ayotte (R),2012,Finance/Insur/RealEst,1148283,323210,1471493
A000368,N00030980,Kelly Ayotte (R),2012,Health,169510,245749,415259
A000368,N00030980,Kelly Ayotte (R),2012,Lawyers & Lobbyists,475895,33500,509395
A000368,N00030980,Kelly Ayotte (R),2012,Transportation,70201,106500,176701
A000368,N00030980,Kelly Ayotte (R),2012,Misc Business,452458,243800,696258
A000368,N00030980,Kelly Ayotte (R),2012,Labor,0,5000,5000
A000368,N00030980,Kelly Ayotte (R),2012,Ideology/Single-Issue,181692,341529,523221
A000368,N00030980,Kelly Ayotte (R),2012,Other,452004,2000,454004
A000369,N00031177,Mark Amodei (R),2012,Agribusiness,16323,19500,35823
A000369,N00031177,Mark Amodei (R),2012,Communic/Electronics,9987,54750,64737
A000369,N00031177,Mark Amodei (R),2012,Construction,32099,43500,75599
A000369,N00031177,Mark Amodei (R),2012,Defense,250,12000,12250
A000369,N00031177,Mark Amodei (R),2012,Energy/Nat Resource,8750,81000,89750
A000369,N00031177,Mark Amodei (R),2012,Finance/Insur/RealEst,39600,86428,126028
A000369,N00031177,Mark Amodei (R),2012,Health,31750,54000,85750
A000369,N00031177,Mark Amodei (R),2012,Lawyers & Lobbyists,81615,22750,104365
A000369,N00031177,Mark Amodei (R),2012,Transportation,11050,33000,44050
A000369,N00031177,Mark Amodei (R),2012,Misc Business,98934,120101,219035
A000369,N00031177,Mark Amodei (R),2012,Labor,0,3500,3500
A000369,N00031177,Mark Amodei (R),2012,Ideology/Single-Issue,9000,148842,157842
A000369,N00031177,Mark Amodei (R),2012,Other,59292,0,59292
B001275,N00031227,Larry Bucshon (R),2012,Agribusiness,26300,18500,44800
B001275,N00031227,Larry Bucshon (R),2012,Communic/Electronics,6565,11500,18065
B001275,N00031227,Larry Bucshon (R),2012,Construction,79522,31500,111022
B001275,N00031227,Larry Bucshon (R),2012,Defense,5250,2000,7250
B001275,N00031227,Larry Bucshon (R),2012,Energy/Nat Resource,49375,69050,118425
B001275,N00031227,Larry Bucshon (R),2012,Finance/Insur/RealEst,78240,74750,152990
B001275,N00031227,Larry Bucshon (R),2012,Health,90797,188650,279447
B001275,N00031227,Larry Bucshon (R),2012,Lawyers & Lobbyists,27547,6500,34047
B001275,N00031227,Larry Bucshon (R),2012,Transportation,12246,49875,62121
B001275,N00031227,Larry Bucshon (R),2012,Misc Business,79450,33634,113084
B001275,N00031227,Larry Bucshon (R),2012,Ideology/Single-Issue,13250,127626,140876
B001275,N00031227,Larry Bucshon (R),2012,Other,40047,0,40047
B001282,N00031233,Andy Barr (R),2012,Agribusiness,116150,19500,135650
B001282,N00031233,Andy Barr (R),2012,Communic/Electronics,13800,4000,17800
B001282,N00031233,Andy Barr (R),2012,Construction,102527,22500,125027
B001282,N00031233,Andy Barr (R),2012,Energy/Nat Resource,199732,68500,268232
B001282,N00031233,Andy Barr (R),2012,Finance/Insur/RealEst,234329,41500,275829
B001282,N00031233,Andy Barr (R),2012,Health,67700,54750,122450
B001282,N00031233,Andy Barr (R),2012,Lawyers & Lobbyists,64663,2500,67163
B001282,N00031233,Andy Barr (R),2012,Transportation,24650,14000,38650
B001282,N00031233,Andy Barr (R),2012,Misc Business,150410,10916,161326
B001282,N00031233,Andy Barr (R),2012,Ideology/Single-Issue,30100,197458,227558
B001282,N00031233,Andy Barr (R),2012,Other,229792,0,229792
B001273,N00031539,Diane Black (R),2012,Agribusiness,31500,48500,80000
B001273,N00031539,Diane Black (R),2012,Communic/Electronics,15500,25500,41000
B001273,N00031539,Diane Black (R),2012,Construction,63250,38000,101250
B001273,N00031539,Diane Black (R),2012,Defense,500,16500,17000
B001273,N00031539,Diane Black (R),2012,Energy/Nat Resource,14605,70000,84605
B001273,N00031539,Diane Black (R),2012,Finance/Insur/RealEst,118257,253528,371785
B001273,N00031539,Diane Black (R),2012,Health,131995,346235,478230
B001273,N00031539,Diane Black (R),2012,Lawyers & Lobbyists,65575,31749,97324
B001273,N00031539,Diane Black (R),2012,Transportation,23250,54500,77750
B001273,N00031539,Diane Black (R),2012,Misc Business,71100,172038,243138
B001273,N00031539,Diane Black (R),2012,Labor,0,1000,1000
B001273,N00031539,Diane Black (R),2012,Ideology/Single-Issue,5750,118113,123863
B001273,N00031539,Diane Black (R),2012,Other,60100,0,60100
B001277,N00031685,Richard Blumenthal (D),2012,Agribusiness,14650,11500,26150
B001277,N00031685,Richard Blumenthal (D),2012,Communic/Electronics,232349,63000,295349
B001277,N00031685,Richard Blumenthal (D),2012,Construction,95300,0,95300
B001277,N00031685,Richard Blumenthal (D),2012,Defense,2052,20000,22052
B001277,N00031685,Richard Blumenthal (D),2012,Energy/Nat Resource,39050,8000,47050
B001277,N00031685,Richard Blumenthal (D),2012,Finance/Insur/RealEst,1259227,116740,1375967
B001277,N00031685,Richard Blumenthal (D),2012,Health,226043,170750,396793
B001277,N00031685,Richard Blumenthal (D),2012,Lawyers & Lobbyists,721176,54500,775676
B001277,N00031685,Richard Blumenthal (D),2012,Transportation,37100,6000,43100
B001277,N00031685,Richard Blumenthal (D),2012,Misc Business,328375,78483,406858
B001277,N00031685,Richard Blumenthal (D),2012,Labor,0,287000,287000
B001277,N00031685,Richard Blumenthal (D),2012,Ideology/Single-Issue,164750,293130,457880
B001277,N00031685,Richard Blumenthal (D),2012,Other,855691,1000,856691
C001088,N00031820,Chris Coons (D),2012,Agribusiness,22450,12500,34950
C001088,N00031820,Chris Coons (D),2012,Communic/Electronics,146050,78000,224050
C001088,N00031820,Chris Coons (D),2012,Construction,22300,11000,33300
C001088,N00031820,Chris Coons (D),2012,Defense,1000,18500,19500
C001088,N00031820,Chris Coons (D),2012,Energy/Nat Resource,22623,44000,66623
C001088,N00031820,Chris Coons (D),2012,Finance/Insur/RealEst,403525,264155,667680
C001088,N00031820,Chris Coons (D),2012,Health,143050,163500,306550
C001088,N00031820,Chris Coons (D),2012,Lawyers & Lobbyists,967958,96480,1064438
C001088,N00031820,Chris Coons (D),2012,Transportation,12600,27500,40100
C001088,N00031820,Chris Coons (D),2012,Misc Business,191650,102500,294150
C001088,N00031820,Chris Coons (D),2012,Labor,1750,243500,245250
C001088,N00031820,Chris Coons (D),2012,Ideology/Single-Issue,123090,391908,514998
C001088,N00031820,Chris Coons (D),2012,Other,304763,3000,307763
B001270,N00031877,Karen Bass (D),2012,Agribusiness,0,7500,7500
B001270,N00031877,Karen Bass (D),2012,Communic/Electronics,24000,41248,65248
B001270,N00031877,Karen Bass (D),2012,Construction,13050,7000,20050
B001270,N00031877,Karen Bass (D),2012,Defense,500,14000,14500
B001270,N00031877,Karen Bass (D),2012,Energy/Nat Resource,0,11900,11900
B001270,N00031877,Karen Bass (D),2012,Finance/Insur/RealEst,22550,53500,76050
B001270,N00031877,Karen Bass (D),2012,Health,20050,68500,88550
B001270,N00031877,Karen Bass (D),2012,Lawyers & Lobbyists,41402,15488,56890
B001270,N00031877,Karen Bass (D),2012,Transportation,0,18500,18500
B001270,N00031877,Karen Bass (D),2012,Misc Business,27250,28500,55750
B001270,N00031877,Karen Bass (D),2012,Labor,0,155000,155000
B001270,N00031877,Karen Bass (D),2012,Ideology/Single-Issue,7250,20000,27250
B001270,N00031877,Karen Bass (D),2012,Other,13500,3000,16500
B001271,N00031934,Dan Benishek (R),2012,Agribusiness,8850,46000,54850
B001271,N00031934,Dan Benishek (R),2012,Communic/Electronics,10850,29500,40350
B001271,N00031934,Dan Benishek (R),2012,Construction,17100,46000,63100
B001271,N00031934,Dan Benishek (R),2012,Defense,5500,11000,16500
B001271,N00031934,Dan Benishek (R),2012,Energy/Nat Resource,54450,141000,195450
B001271,N00031934,Dan Benishek (R),2012,Finance/Insur/RealEst,79075,116500,195575
B001271,N00031934,Dan Benishek (R),2012,Health,96025,183000,279025
B001271,N00031934,Dan Benishek (R),2012,Lawyers & Lobbyists,25000,13250,38250
B001271,N00031934,Dan Benishek (R),2012,Transportation,37197,31200,68397
B001271,N00031934,Dan Benishek (R),2012,Misc Business,159949,79868,239817
B001271,N00031934,Dan Benishek (R),2012,Labor,0,2000,2000
B001271,N00031934,Dan Benishek (R),2012,Ideology/Single-Issue,35001,393719,428720
B001271,N00031934,Dan Benishek (R),2012,Other,90951,1000,91951
A000367,N00031938,Justin Amash (R),2012,Agribusiness,38151,1950,40101
A000367,N00031938,Justin Amash (R),2012,Communic/Electronics,27550,4000,31550
A000367,N00031938,Justin Amash (R),2012,Construction,27450,3000,30450
A000367,N00031938,Justin Amash (R),2012,Defense,400,1000,1400
A000367,N00031938,Justin Amash (R),2012,Energy/Nat Resource,21250,24000,45250
A000367,N00031938,Justin Amash (R),2012,Finance/Insur/RealEst,101650,38000,139650
A000367,N00031938,Justin Amash (R),2012,Health,81100,11000,92100
A000367,N00031938,Justin Amash (R),2012,Lawyers & Lobbyists,38525,3000,41525
A000367,N00031938,Justin Amash (R),2012,Transportation,33150,8000,41150
A000367,N00031938,Justin Amash (R),2012,Misc Business,202481,16750,219231
A000367,N00031938,Justin Amash (R),2012,Labor,0,500,500
A000367,N00031938,Justin Amash (R),2012,Ideology/Single-Issue,16450,60936,77386
A000367,N00031938,Justin Amash (R),2012,Other,87561,0,87561
C001084,N00032019,David Cicilline (D),2012,Agribusiness,250,13000,13250
C001084,N00032019,David Cicilline (D),2012,Communic/Electronics,107400,24500,131900
C001084,N00032019,David Cicilline (D),2012,Construction,51750,7500,59250
C001084,N00032019,David Cicilline (D),2012,Defense,5000,29999,34999
C001084,N00032019,David Cicilline (D),2012,Energy/Nat Resource,18200,5750,23950
C001084,N00032019,David Cicilline (D),2012,Finance/Insur/RealEst,223262,50250,273512
C001084,N00032019,David Cicilline (D),2012,Health,46300,30500,76800
C001084,N00032019,David Cicilline (D),2012,Lawyers & Lobbyists,246198,21181,267379
C001084,N00032019,David Cicilline (D),2012,Transportation,29450,7500,36950
C001084,N00032019,David Cicilline (D),2012,Misc Business,153328,32000,185328
C001084,N00032019,David Cicilline (D),2012,Labor,1100,184600,185700
C001084,N00032019,David Cicilline (D),2012,Ideology/Single-Issue,89850,221265,311115
C001084,N00032019,David Cicilline (D),2012,Other,241010,6500,247510
C001098,N00033085,Ted Cruz (R),2012,Agribusiness,172950,82000,254950
C001098,N00033085,Ted Cruz (R),2012,Communic/Electronics,130600,86500,217100
C001098,N00033085,Ted Cruz (R),2012,Construction,304810,49000,353810
C001098,N00033085,Ted Cruz (R),2012,Defense,6200,34500,40700
C001098,N00033085,Ted Cruz (R),2012,Energy/Nat Resource,876014,247000,1123014
C001098,N00033085,Ted Cruz (R),2012,Finance/Insur/RealEst,1638844,175678,1814522
C001098,N00033085,Ted Cruz (R),2012,Health,371776,102500,474276
C001098,N00033085,Ted Cruz (R),2012,Lawyers & Lobbyists,861570,54250,915820
C001098,N00033085,Ted Cruz (R),2012,Transportation,157964,87500,245464
C001098,N00033085,Ted Cruz (R),2012,Misc Business,931981,176250,1108231
C001098,N00033085,Ted Cruz (R),2012,Labor,0,1000,1000
C001098,N00033085,Ted Cruz (R),2012,Ideology/Single-Issue,1412250,394326,1806576
C001098,N00033085,Ted Cruz (R),2012,Other,840239,7500,847739
C001091,N00033316,Joaquin Castro (D),2012,Agribusiness,10000,11508,21508
C001091,N00033316,Joaquin Castro (D),2012,Communic/Electronics,41114,21500,62614
C001091,N00033316,Joaquin Castro (D),2012,Construction,57913,20500,78413
C001091,N00033316,Joaquin Castro (D),2012,Defense,1500,16000,17500
C001091,N00033316,Joaquin Castro (D),2012,Energy/Nat Resource,37350,47500,84850
C001091,N00033316,Joaquin Castro (D),2012,Finance/Insur/RealEst,97553,72750,170303
C001091,N00033316,Joaquin Castro (D),2012,Health,51698,76000,127698
C001091,N00033316,Joaquin Castro (D),2012,Lawyers & Lobbyists,163585,21999,185584
C001091,N00033316,Joaquin Castro (D),2012,Transportation,5500,28000,33500
C001091,N00033316,Joaquin Castro (D),2012,Misc Business,106883,37000,143883
C001091,N00033316,Joaquin Castro (D),2012,Labor,0,135500,135500
C001091,N00033316,Joaquin Castro (D),2012,Ideology/Single-Issue,12751,60000,72751
C001091,N00033316,Joaquin Castro (D),2012,Other,62826,4000,66826
C001095,N00033363,Tom Cotton (R),2012,Agribusiness,58014,41677,99691
C001095,N00033363,Tom Cotton (R),2012,Communic/Electronics,54300,6500,60800
C001095,N00033363,Tom Cotton (R),2012,Construction,76125,20000,96125
C001095,N00033363,Tom Cotton (R),2012,Defense,8250,15500,23750
C001095,N00033363,Tom Cotton (R),2012,Energy/Nat Resource,71125,47500,118625
C001095,N00033363,Tom Cotton (R),2012,Finance/Insur/RealEst,236100,63000,299100
C001095,N00033363,Tom Cotton (R),2012,Health,63286,77750,141036
C001095,N00033363,Tom Cotton (R),2012,Lawyers & Lobbyists,145457,12740,158197
C001095,N00033363,Tom Cotton (R),2012,Transportation,13700,22250,35950
C001095,N00033363,Tom Cotton (R),2012,Misc Business,124705,51000,175705
C001095,N00033363,Tom Cotton (R),2012,Ideology/Single-Issue,269983,117148,387131
C001095,N00033363,Tom Cotton (R),2012,Other,145673,0,145673
C001097,N00033373,Tony Cardenas (D),2012,Agribusiness,11100,7000,18100
C001097,N00033373,Tony Cardenas (D),2012,Communic/Electronics,16750,21500,38250
C001097,N00033373,Tony Cardenas (D),2012,Construction,11450,7250,18700
C001097,N00033373,Tony Cardenas (D),2012,Defense,0,3000,3000
C001097,N00033373,Tony Cardenas (D),2012,Energy/Nat Resource,9000,17500,26500
C001097,N00033373,Tony Cardenas (D),2012,Finance/Insur/RealEst,59950,36000,95950
C001097,N00033373,Tony Cardenas (D),2012,Health,11250,62000,73250
C001097,N00033373,Tony Cardenas (D),2012,Lawyers & Lobbyists,64340,5477,69817
C001097,N00033373,Tony Cardenas (D),2012,Transportation,8750,22000,30750
C001097,N00033373,Tony Cardenas (D),2012,Misc Business,65550,25500,91050
C001097,N00033373,Tony Cardenas (D),2012,Labor,0,109500,109500
C001097,N00033373,Tony Cardenas (D),2012,Ideology/Single-Issue,11000,61600,72600
C001097,N00033373,Tony Cardenas (D),2012,Other,35650,0,35650
B001286,N00033390,Cheri Bustos (D),2012,Agribusiness,18600,0,18600
B001286,N00033390,Cheri Bustos (D),2012,Communic/Electronics,19800,0,19800
B001286,N00033390,Cheri Bustos (D),2012,Construction,15849,1000,16849
B001286,N00033390,Cheri Bustos (D),2012,Defense,1500,0,1500
B001286,N00033390,Cheri Bustos (D),2012,Energy/Nat Resource,7700,1000,8700
B001286,N00033390,Cheri Bustos (D),2012,Finance/Insur/RealEst,76454,7000,83454
B001286,N00033390,Cheri Bustos (D),2012,Health,53965,25000,78965
B001286,N00033390,Cheri Bustos (D),2012,Lawyers & Lobbyists,184217,12250,196467
B001286,N00033390,Cheri Bustos (D),2012,Transportation,8250,0,8250
B001286,N00033390,Cheri Bustos (D),2012,Misc Business,42696,2000,44696
B001286,N00033390,Cheri Bustos (D),2012,Labor,4250,236000,240250
B001286,N00033390,Cheri Bustos (D),2012,Ideology/Single-Issue,286478,233987,520465
B001286,N00033390,Cheri Bustos (D),2012,Other,172510,1000,173510
B001278,N00033474,Suzanne Bonamici (D),2012,Agribusiness,10300,24500,34800
B001278,N00033474,Suzanne Bonamici (D),2012,Communic/Electronics,60655,22000,82655
B001278,N00033474,Suzanne Bonamici (D),2012,Construction,9000,16000,25000
B001278,N00033474,Suzanne Bonamici (D),2012,Defense,1250,14500,15750
B001278,N00033474,Suzanne Bonamici (D),2012,Energy/Nat Resource,9250,9500,18750
B001278,N00033474,Suzanne Bonamici (D),2012,Finance/Insur/RealEst,61495,45500,106995
B001278,N00033474,Suzanne Bonamici (D),2012,Health,50800,49000,99800
B001278,N00033474,Suzanne Bonamici (D),2012,Lawyers & Lobbyists,293080,25414,318494
B001278,N00033474,Suzanne Bonamici (D),2012,Transportation,15000,18000,33000
B001278,N00033474,Suzanne Bonamici (D),2012,Misc Business,91607,27000,118607
B001278,N00033474,Suzanne Bonamici (D),2012,Labor,1000,263000,264000
B001278,N00033474,Suzanne Bonamici (D),2012,Ideology/Single-Issue,97991,218585,316576
B001278,N00033474,Suzanne Bonamici (D),2012,Other,190467,0,190467
B001284,N00033495,Susan Brooks (R),2012,Agribusiness,12550,16000,28550
B001284,N00033495,Susan Brooks (R),2012,Communic/Electronics,26500,6500,33000
B001284,N00033495,Susan Brooks (R),2012,Construction,60300,3500,63800
B001284,N00033495,Susan Brooks (R),2012,Defense,0,1000,1000
B001284,N00033495,Susan Brooks (R),2012,Energy/Nat Resource,6750,14000,20750
B001284,N00033495,Susan Brooks (R),2012,Finance/Insur/RealEst,146850,37000,183850
B001284,N00033495,Susan Brooks (R),2012,Health,101928,32500,134428
B001284,N00033495,Susan Brooks (R),2012,Lawyers & Lobbyists,160538,7000,167538
B001284,N00033495,Susan Brooks (R),2012,Transportation,22500,8500,31000
B001284,N00033495,Susan Brooks (R),2012,Misc Business,59605,26850,86455
B001284,N00033495,Susan Brooks (R),2012,Labor,0,5000,5000
B001284,N00033495,Susan Brooks (R),2012,Ideology/Single-Issue,13150,64025,77175
B001284,N00033495,Susan Brooks (R),2012,Other,108109,5500,113609
C001093,N00033518,Doug Collins (R),2012,Agribusiness,15200,2000,17200
C001093,N00033518,Doug Collins (R),2012,Communic/Electronics,3500,10500,14000
C001093,N00033518,Doug Collins (R),2012,Construction,10500,14000,24500
C001093,N00033518,Doug Collins (R),2012,Defense,0,1000,1000
C001093,N00033518,Doug Collins (R),2012,Energy/Nat Resource,9500,23500,33000
C001093,N00033518,Doug Collins (R),2012,Finance/Insur/RealEst,45620,33500,79120
C001093,N00033518,Doug Collins (R),2012,Health,27100,28500,55600
C001093,N00033518,Doug Collins (R),2012,Lawyers & Lobbyists,56730,8500,65230
C001093,N00033518,Doug Collins (R),2012,Transportation,5500,26000,31500
C001093,N00033518,Doug Collins (R),2012,Misc Business,33450,18000,51450
C001093,N00033518,Doug Collins (R),2012,Labor,0,2500,2500
C001093,N00033518,Doug Collins (R),2012,Ideology/Single-Issue,6800,68000,74800
C001093,N00033518,Doug Collins (R),2012,Other,45935,0,45935
B001283,N00033532,James Bridenstine (R),2012,Agribusiness,2400,1500,3900
B001283,N00033532,James Bridenstine (R),2012,Communic/Electronics,13325,1000,14325
B001283,N00033532,James Bridenstine (R),2012,Construction,8500,10500,19000
B001283,N00033532,James Bridenstine (R),2012,Defense,1000,4000,5000
B001283,N00033532,James Bridenstine (R),2012,Energy/Nat Resource,27500,53500,81000
B001283,N00033532,James Bridenstine (R),2012,Finance/Insur/RealEst,25800,24500,50300
B001283,N00033532,James Bridenstine (R),2012,Health,103665,18000,121665
B001283,N00033532,James Bridenstine (R),2012,Lawyers & Lobbyists,25300,0,25300
B001283,N00033532,James Bridenstine (R),2012,Transportation,10250,18000,28250
B001283,N00033532,James Bridenstine (R),2012,Misc Business,38739,9500,48239
B001283,N00033532,James Bridenstine (R),2012,Labor,0,4000,4000
B001283,N00033532,James Bridenstine (R),2012,Ideology/Single-Issue,13750,54546,68296
B001283,N00033532,James Bridenstine (R),2012,Other,81250,0,81250
B001280,N00033625,Kerry Bentivolio (R),2012,Agribusiness,0,2500,2500
B001280,N00033625,Kerry Bentivolio (R),2012,Communic/Electronics,250,1000,1250
B001280,N00033625,Kerry Bentivolio (R),2012,Construction,6350,2500,8850
B001280,N00033625,Kerry Bentivolio (R),2012,Defense,0,1000,1000
B001280,N00033625,Kerry Bentivolio (R),2012,Energy/Nat Resource,0,17000,17000
B001280,N00033625,Kerry Bentivolio (R),2012,Finance/Insur/RealEst,26750,24500,51250
B001280,N00033625,Kerry Bentivolio (R),2012,Health,6100,0,6100
B001280,N00033625,Kerry Bentivolio (R),2012,Lawyers & Lobbyists,13000,3000,16000
B001280,N00033625,Kerry Bentivolio (R),2012,Transportation,12750,10500,23250
B001280,N00033625,Kerry Bentivolio (R),2012,Misc Business,16550,4000,20550
B001280,N00033625,Kerry Bentivolio (R),2012,Ideology/Single-Issue,6750,135324,142074
B001280,N00033625,Kerry Bentivolio (R),2012,Other,18701,0,18701
B001281,N00033904,Joyce Beatty (D),2012,Agribusiness,2500,500,3000
B001281,N00033904,Joyce Beatty (D),2012,Communic/Electronics,4409,7000,11409
B001281,N00033904,Joyce Beatty (D),2012,Construction,32700,3750,36450
B001281,N00033904,Joyce Beatty (D),2012,Defense,2250,0,2250
B001281,N00033904,Joyce Beatty (D),2012,Energy/Nat Resource,10500,19500,30000
B001281,N00033904,Joyce Beatty (D),2012,Finance/Insur/RealEst,36150,93000,129150
B001281,N00033904,Joyce Beatty (D),2012,Health,17875,42000,59875
B001281,N00033904,Joyce Beatty (D),2012,Lawyers & Lobbyists,28750,22750,51500
B001281,N00033904,Joyce Beatty (D),2012,Transportation,1750,19000,20750
B001281,N00033904,Joyce Beatty (D),2012,Misc Business,21322,50750,72072
B001281,N00033904,Joyce Beatty (D),2012,Labor,1000,95500,96500
