bill_id,version_type,url
HR2884-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2884ih/xml/BILLS-115hr2884ih.xml
HR2885-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2885ih/xml/BILLS-115hr2885ih.xml
HR2886-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2886ih/xml/BILLS-115hr2886ih.xml
HR2887-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2887ih/xml/BILLS-115hr2887ih.xml
HR2888-115,Reported to Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2888rs/xml/BILLS-115hr2888rs.xml
HR2888-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2888rfs/xml/BILLS-115hr2888rfs.xml
HR2888-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2888eh/xml/BILLS-115hr2888eh.xml
HR2888-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2888rh/xml/BILLS-115hr2888rh.xml
HR2888-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2888ih/xml/BILLS-115hr2888ih.xml
HR2889-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2889ih/xml/BILLS-115hr2889ih.xml
HR289-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr289rfs/xml/BILLS-115hr289rfs.xml
HR289-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr289eh/xml/BILLS-115hr289eh.xml
HR289-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr289rh/xml/BILLS-115hr289rh.xml
HR289-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr289ih/xml/BILLS-115hr289ih.xml
HR2890-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2890ih/xml/BILLS-115hr2890ih.xml
HR2891-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2891ih/xml/BILLS-115hr2891ih.xml
HR2892-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2892ih/xml/BILLS-115hr2892ih.xml
HR2893-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2893ih/xml/BILLS-115hr2893ih.xml
HR2894-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2894ih/xml/BILLS-115hr2894ih.xml
HR2895-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2895ih/xml/BILLS-115hr2895ih.xml
HR2896-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2896ih/xml/BILLS-115hr2896ih.xml
HR2897-115,Reported to Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2897rs/xml/BILLS-115hr2897rs.xml
HR2897-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2897rfs/xml/BILLS-115hr2897rfs.xml
HR2897-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2897eh/xml/BILLS-115hr2897eh.xml
HR2897-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2897rh/xml/BILLS-115hr2897rh.xml
HR2897-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2897ih/xml/BILLS-115hr2897ih.xml
HR2898-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2898ih/xml/BILLS-115hr2898ih.xml
HR2899-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2899ih/xml/BILLS-115hr2899ih.xml
HR29-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr29ih/xml/BILLS-115hr29ih.xml
HR290-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr290rfs/xml/BILLS-115hr290rfs.xml
HR290-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr290eh/xml/BILLS-115hr290eh.xml
HR290-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr290ih/xml/BILLS-115hr290ih.xml
HR2900-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2900ih/xml/BILLS-115hr2900ih.xml
HR2901-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2901ih/xml/BILLS-115hr2901ih.xml
HR2902-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2902ih/xml/BILLS-115hr2902ih.xml
HR2903-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2903ih/xml/BILLS-115hr2903ih.xml
HR2904-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2904ih/xml/BILLS-115hr2904ih.xml
HR2905-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2905rfs/xml/BILLS-115hr2905rfs.xml
HR2905-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2905eh/xml/BILLS-115hr2905eh.xml
HR2905-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2905ih/xml/BILLS-115hr2905ih.xml
HR2906-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2906ih/xml/BILLS-115hr2906ih.xml
HR2907-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2907rh/xml/BILLS-115hr2907rh.xml
HR2907-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2907ih/xml/BILLS-115hr2907ih.xml
HR2908-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2908ih/xml/BILLS-115hr2908ih.xml
HR2909-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2909ih/xml/BILLS-115hr2909ih.xml
HR291-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr291ih/xml/BILLS-115hr291ih.xml
HR2910-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2910rfs/xml/BILLS-115hr2910rfs.xml
HR2910-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2910eh/xml/BILLS-115hr2910eh.xml
HR2910-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2910rh/xml/BILLS-115hr2910rh.xml
HR2910-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2910ih/xml/BILLS-115hr2910ih.xml
HR2911-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2911ih/xml/BILLS-115hr2911ih.xml
HR2912-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2912ih/xml/BILLS-115hr2912ih.xml
HR2913-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2913ih/xml/BILLS-115hr2913ih.xml
HR2914-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2914ih/xml/BILLS-115hr2914ih.xml
HR2915-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2915ih/xml/BILLS-115hr2915ih.xml
HR2916-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2916ih/xml/BILLS-115hr2916ih.xml
HR2917-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2917ih/xml/BILLS-115hr2917ih.xml
HR2918-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2918ih/xml/BILLS-115hr2918ih.xml
HR2919-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2919ih/xml/BILLS-115hr2919ih.xml
HR292-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr292ih/xml/BILLS-115hr292ih.xml
HR2920-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2920ih/xml/BILLS-115hr2920ih.xml
HR2921-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2921rfs/xml/BILLS-115hr2921rfs.xml
HR2921-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2921eh/xml/BILLS-115hr2921eh.xml
HR2921-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2921rh/xml/BILLS-115hr2921rh.xml
HR2921-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2921ih/xml/BILLS-115hr2921ih.xml
HR2922-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2922ih/xml/BILLS-115hr2922ih.xml
HR2923-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2923ih/xml/BILLS-115hr2923ih.xml
HR2924-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2924ih/xml/BILLS-115hr2924ih.xml
HR2925-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2925ih/xml/BILLS-115hr2925ih.xml
HR2926-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2926ih/xml/BILLS-115hr2926ih.xml
HR2927-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2927ih/xml/BILLS-115hr2927ih.xml
HR2928-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2928ih/xml/BILLS-115hr2928ih.xml
HR2929-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2929ih/xml/BILLS-115hr2929ih.xml
HR293-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr293ih/xml/BILLS-115hr293ih.xml
HR2930-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2930ih/xml/BILLS-115hr2930ih.xml
HR2931-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2931ih/xml/BILLS-115hr2931ih.xml
HR2932-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2932ih/xml/BILLS-115hr2932ih.xml
HR2933-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2933ih/xml/BILLS-115hr2933ih.xml
HR2934-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2934ih/xml/BILLS-115hr2934ih.xml
HR2935-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2935ih/xml/BILLS-115hr2935ih.xml
HR2936-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2936rfs/xml/BILLS-115hr2936rfs.xml
HR2936-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2936eh/xml/BILLS-115hr2936eh.xml
HR2936-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2936rh/xml/BILLS-115hr2936rh.xml
HR2936-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2936ih/xml/BILLS-115hr2936ih.xml
HR2937-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2937rfs/xml/BILLS-115hr2937rfs.xml
HR2937-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2937eh/xml/BILLS-115hr2937eh.xml
HR2937-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2937rh/xml/BILLS-115hr2937rh.xml
HR2937-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2937ih/xml/BILLS-115hr2937ih.xml
HR2938-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2938ih/xml/BILLS-115hr2938ih.xml
HR2939-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2939rh/xml/BILLS-115hr2939rh.xml
HR2939-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2939ih/xml/BILLS-115hr2939ih.xml
HR294-115,Enrolled Bill,https://www.govinfo.gov/content/pkg/BILLS-115hr294enr/xml/BILLS-115hr294enr.xml
HR294-115,Reported to Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr294rs/xml/BILLS-115hr294rs.xml
HR294-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr294rfs/xml/BILLS-115hr294rfs.xml
HR294-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr294eh/xml/BILLS-115hr294eh.xml
HR294-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr294ih/xml/BILLS-115hr294ih.xml
HR2940-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2940ih/xml/BILLS-115hr2940ih.xml
HR2941-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2941rfs/xml/BILLS-115hr2941rfs.xml
HR2941-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2941eh/xml/BILLS-115hr2941eh.xml
HR2941-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2941rh/xml/BILLS-115hr2941rh.xml
HR2941-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2941ih/xml/BILLS-115hr2941ih.xml
HR2942-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2942ih/xml/BILLS-115hr2942ih.xml
HR2943-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2943ih/xml/BILLS-115hr2943ih.xml
HR2944-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2944ih/xml/BILLS-115hr2944ih.xml
HR2945-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2945ih/xml/BILLS-115hr2945ih.xml
HR2946-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2946ih/xml/BILLS-115hr2946ih.xml
HR2947-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2947ih/xml/BILLS-115hr2947ih.xml
HR2948-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2948rh/xml/BILLS-115hr2948rh.xml
HR2948-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2948ih/xml/BILLS-115hr2948ih.xml
HR2949-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2949ih/xml/BILLS-115hr2949ih.xml
HR295-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr295ih/xml/BILLS-115hr295ih.xml
HR2950-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2950ih/xml/BILLS-115hr2950ih.xml
HR2951-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2951ih/xml/BILLS-115hr2951ih.xml
HR2952-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2952ih/xml/BILLS-115hr2952ih.xml
HR2953-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2953ih/xml/BILLS-115hr2953ih.xml
HR2954-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2954rfs/xml/BILLS-115hr2954rfs.xml
HR2954-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2954eh/xml/BILLS-115hr2954eh.xml
HR2954-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2954rh/xml/BILLS-115hr2954rh.xml
HR2954-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2954ih/xml/BILLS-115hr2954ih.xml
HR2955-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2955ih/xml/BILLS-115hr2955ih.xml
HR2956-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2956ih/xml/BILLS-115hr2956ih.xml
HR2957-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2957ih/xml/BILLS-115hr2957ih.xml
HR2958-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2958ih/xml/BILLS-115hr2958ih.xml
HR2959-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2959ih/xml/BILLS-115hr2959ih.xml
HR296-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr296ih/xml/BILLS-115hr296ih.xml
HR2960-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2960ih/xml/BILLS-115hr2960ih.xml
HR2961-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2961ih/xml/BILLS-115hr2961ih.xml
HR2962-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2962ih/xml/BILLS-115hr2962ih.xml
HR2963-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2963ih/xml/BILLS-115hr2963ih.xml
HR2964-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2964ih/xml/BILLS-115hr2964ih.xml
HR2965-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2965ih/xml/BILLS-115hr2965ih.xml
HR2966-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2966ih/xml/BILLS-115hr2966ih.xml
HR2967-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2967ih/xml/BILLS-115hr2967ih.xml
HR2968-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2968ih/xml/BILLS-115hr2968ih.xml
HR2969-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2969ih/xml/BILLS-115hr2969ih.xml
HR297-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr297ih/xml/BILLS-115hr297ih.xml
HR2970-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2970ih/xml/BILLS-115hr2970ih.xml
HR2971-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2971ih/xml/BILLS-115hr2971ih.xml
HR2972-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2972ih/xml/BILLS-115hr2972ih.xml
HR2973-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2973ih/xml/BILLS-115hr2973ih.xml
HR2974-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2974ih/xml/BILLS-115hr2974ih.xml
HR2975-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2975ih/xml/BILLS-115hr2975ih.xml
HR2976-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2976ih/xml/BILLS-115hr2976ih.xml
HR2977-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2977ih/xml/BILLS-115hr2977ih.xml
HR2978-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2978ih/xml/BILLS-115hr2978ih.xml
HR2979-115,Enrolled Bill,https://www.govinfo.gov/content/pkg/BILLS-115hr2979enr/xml/BILLS-115hr2979enr.xml
HR2979-115,Reported to Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2979rs/xml/BILLS-115hr2979rs.xml
HR2979-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2979rfs/xml/BILLS-115hr2979rfs.xml
HR2979-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2979eh/xml/BILLS-115hr2979eh.xml
HR2979-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2979ih/xml/BILLS-115hr2979ih.xml
HR298-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr298ih/xml/BILLS-115hr298ih.xml
HR2980-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2980ih/xml/BILLS-115hr2980ih.xml
HR2981-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2981ih/xml/BILLS-115hr2981ih.xml
HR2982-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2982ih/xml/BILLS-115hr2982ih.xml
HR2983-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2983ih/xml/BILLS-115hr2983ih.xml
HR2984-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2984ih/xml/BILLS-115hr2984ih.xml
HR2985-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2985ih/xml/BILLS-115hr2985ih.xml
HR2986-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2986ih/xml/BILLS-115hr2986ih.xml
HR2987-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2987rh/xml/BILLS-115hr2987rh.xml
HR2987-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2987ih/xml/BILLS-115hr2987ih.xml
HR2988-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2988ih/xml/BILLS-115hr2988ih.xml
HR2989-115,Enrolled Bill,https://www.govinfo.gov/content/pkg/BILLS-115hr2989enr/xml/BILLS-115hr2989enr.xml
HR2989-115,Received in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2989rds/xml/BILLS-115hr2989rds.xml
HR2989-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2989eh/xml/BILLS-115hr2989eh.xml
HR2989-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2989rh/xml/BILLS-115hr2989rh.xml
HR2989-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2989ih/xml/BILLS-115hr2989ih.xml
HR299-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr299rfs/xml/BILLS-115hr299rfs.xml
HR299-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr299eh/xml/BILLS-115hr299eh.xml
HR299-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr299rh/xml/BILLS-115hr299rh.xml
HR299-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr299ih/xml/BILLS-115hr299ih.xml
HR2990-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2990ih/xml/BILLS-115hr2990ih.xml
HR2991-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr2991rfs/xml/BILLS-115hr2991rfs.xml
HR2991-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2991eh/xml/BILLS-115hr2991eh.xml
HR2991-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2991rh/xml/BILLS-115hr2991rh.xml
HR2991-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2991ih/xml/BILLS-115hr2991ih.xml
HR2992-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2992ih/xml/BILLS-115hr2992ih.xml
HR2993-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2993ih/xml/BILLS-115hr2993ih.xml
HR2994-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2994ih/xml/BILLS-115hr2994ih.xml
HR2995-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2995ih/xml/BILLS-115hr2995ih.xml
HR2996-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2996ih/xml/BILLS-115hr2996ih.xml
HR2997-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2997rh/xml/BILLS-115hr2997rh.xml
HR2997-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2997ih/xml/BILLS-115hr2997ih.xml
HR2998-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2998rh/xml/BILLS-115hr2998rh.xml
HR2999-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr2999ih/xml/BILLS-115hr2999ih.xml
HR3-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr3rfs/xml/BILLS-115hr3rfs.xml
HR3-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3eh/xml/BILLS-115hr3eh.xml
HR3-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3ih/xml/BILLS-115hr3ih.xml
HR30-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr30ih/xml/BILLS-115hr30ih.xml
HR300-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr300ih/xml/BILLS-115hr300ih.xml
HR3000-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3000ih/xml/BILLS-115hr3000ih.xml
HR3001-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3001ih/xml/BILLS-115hr3001ih.xml
HR3002-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3002ih/xml/BILLS-115hr3002ih.xml
HR3003-115,Received in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr3003rds/xml/BILLS-115hr3003rds.xml
HR3003-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3003eh/xml/BILLS-115hr3003eh.xml
HR3003-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3003ih/xml/BILLS-115hr3003ih.xml
HR3004-115,Received in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr3004rds/xml/BILLS-115hr3004rds.xml
HR3004-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3004eh/xml/BILLS-115hr3004eh.xml
HR3004-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3004ih/xml/BILLS-115hr3004ih.xml
HR3005-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3005ih/xml/BILLS-115hr3005ih.xml
HR3006-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3006ih/xml/BILLS-115hr3006ih.xml
HR3007-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3007ih/xml/BILLS-115hr3007ih.xml
HR3008-115,Referred in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr3008rfs/xml/BILLS-115hr3008rfs.xml
HR3008-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3008eh/xml/BILLS-115hr3008eh.xml
HR3008-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3008rh/xml/BILLS-115hr3008rh.xml
HR3008-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3008ih/xml/BILLS-115hr3008ih.xml
HR3009-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3009ih/xml/BILLS-115hr3009ih.xml
HR301-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr301ih/xml/BILLS-115hr301ih.xml
HR3010-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3010ih/xml/BILLS-115hr3010ih.xml
HR3011-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3011ih/xml/BILLS-115hr3011ih.xml
HR3012-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3012ih/xml/BILLS-115hr3012ih.xml
HR3013-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3013ih/xml/BILLS-115hr3013ih.xml
HR3014-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3014ih/xml/BILLS-115hr3014ih.xml
HR3015-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3015ih/xml/BILLS-115hr3015ih.xml
HR3016-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3016ih/xml/BILLS-115hr3016ih.xml
HR3017-115,Received in Senate,https://www.govinfo.gov/content/pkg/BILLS-115hr3017rds/xml/BILLS-115hr3017rds.xml
HR3017-115,Engrossed in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3017eh/xml/BILLS-115hr3017eh.xml
HR3017-115,Reported in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3017rh/xml/BILLS-115hr3017rh.xml
HR3017-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3017ih/xml/BILLS-115hr3017ih.xml
HR3018-115,Introduced in House,https://www.govinfo.gov/content/pkg/BILLS-115hr3018ih/xml/BILLS-115hr3018ih.xml
