bioguide_id,crp_id,cand_name,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt
M000087,N00000078,"Maloney, Carolyn B",2012,NY,D,H,1992,2012,1746928.76,1862564.55,512196.58,0
C000380,N00000133,"Christian-Christensen, Donna",2012,VI,D,D,1996,2012,330274.09,344404.17,-6490.32,11561.63
N000015,N00000153,"Neal, Richard E",2012,MA,D,H,1988,2012,1793586.71,1902833.93,2066594,0
M000312,N00000179,"McGovern, James P",2012,MA,D,H,1996,2012,1068822.44,740708.53,354251.02,0
K000148,N00000245,"Kerry, John",2012,MA,D,S,1984,2014,9324378,20967954,989921,0
C001037,N00000267,"Capuano, Michael E",2012,MA,D,H,1998,2012,909487.24,595431.79,482483.02,0
M000133,N00000270,"Markey, Edward J",2012,MA,D,H,1976,2012,1091666.32,1110491.92,3050589.47,0
R000122,N00000362,"Reed, Jack",2012,RI,D,S,1996,2014,4560746,3705463,1859833,0
C001035,N00000491,"Collins, Susan M",2012,ME,R,S,1996,2014,8661651,8176087,921220,0
S000033,N00000528,"Sanders, Bernie",2012,VT,I,S,2006,2012,7229492,3247555,4159051,0
L000557,N00000575,"Larson, John B",2012,CT,D,H,1998,2012,2018561.37,2232557.75,202850.38,3662.92
D000216,N00000615,"DeLauro, Rosa L",2012,CT,D,H,1990,2012,1175607.54,1169821.23,10971.26,0
L000123,N00000659,"Lautenberg, Frank R",2012,NJ,D,S,2002,2014,7654441,8627366,182068,1090000
F000372,N00000684,"Frelinghuysen, Rodney",2012,NJ,R,H,1994,2012,1101627.89,1184498.09,242438.76,441079
M000639,N00000699,"Menendez, Robert",2012,NJ,D,S,2006,2012,17344783,16226545,1426897,0
G000548,N00000743,"Garrett, Scott",2012,NJ,R,H,2002,2012,2392464.98,1105176.9,2148218.03,0
P000096,N00000751,"Pascrell, Bill Jr",2012,NJ,D,H,1996,2012,2861094.88,3506000.12,356942.8,80000
P000034,N00000781,"Pallone, Frank Jr",2012,NJ,D,H,1988,2012,1868760,1593292.08,3406269.82,0
A000210,N00000826,"Andrews, Robert E",2012,NJ,D,H,1990,2012,1510757.47,1449946.64,491519.32,0
L000554,N00000851,"LoBiondo, Frank A",2012,NJ,R,H,1994,2012,1566499.52,1336918.44,690690.4,10651.83
H001032,N00000860,"Holt, Rush",2012,NJ,D,H,1998,2012,2084904.26,1511879.77,769057.96,0
L000567,N00000898,"Lance, Leonard",2012,NJ,R,H,2008,2012,1321361.7,1334015.1,161504.95,50000
N000002,N00000939,"Nadler, Jerrold",2012,NY,D,H,1992,2012,1125304.2,1471936.4,454296.52,0
R000053,N00000964,"Rangel, Charles B",2012,NY,D,H,1970,2012,1461285.62,1553263.27,5033.42,35833.9
E000179,N00001003,"Engel, Eliot L",2012,NY,D,H,1988,2012,1062605.76,1182936.79,51286.29,0
L000480,N00001024,"Lowey, Nita M",2012,NY,D,H,1988,2012,2165669.24,2491789.21,417573.87,0
S000148,N00001093,"Schumer, Charles E",2012,NY,D,S,1998,2016,20645269,21114491,9733674,0
C001038,N00001127,"Crowley, Joseph",2012,NY,D,H,1998,2012,2577592.02,2722991.15,788652.14,0
M000309,N00001148,"McCarthy, Carolyn",2012,NY,D,H,1996,2012,2277999.7,1860330.67,564947.39,0
M001137,N00001171,"Meeks, Gregory W",2012,NY,D,H,1998,2012,740896.78,724664.51,30052.23,22800
K000210,N00001193,"King, Pete",2012,NY,R,H,1992,2012,1812860.05,1201207.15,2428105,0
C001092,N00001285,"Collins, Chris",2012,,R, ,,2012,1327521.13,1312829.91,16018.22,540000
S000480,N00001311,"Slaughter, Louise M",2012,NY,D,H,1986,2012,2278708.56,2469256.67,24826.6,0
D000482,N00001373,"Doyle, Mike",2012,PA,D,H,1994,2012,870614.07,757648.99,213581.72,0
S001162,N00001579,"Schwartz, Allyson",2012,PA,D,H,2004,2012,2910725.48,1203040.91,3112777.64,0
B001227,N00001619,"Brady, Robert A",2012,PA,D,H,1998,2012,746273.09,870046.05,578057.76,29423.34
P000373,N00001633,"Pitts, Joe",2012,PA,R,H,1996,2012,1312423.57,1208910.52,183946.14,0
R000361,N00001685,"Rockefeller, Jay",2012,WV,D,S,1984,2014,6233913,6401551,665175,0
L000261,N00001691,"Levin, Carl",2012,MI,D,S,1978,2014,8392507,7410200,232805,0
N000147,N00001692,"Norton, Eleanor Holmes",2012,DC,D,D,1990,2012,332288.34,370153.96,245902.59,0
F000043,N00001746,"Fattah, Chaka",2012,PA,D,H,1994,2012,554638.34,525952.05,29868.77,0
G000386,N00001758,"Grassley, Chuck",2012,IA,R,S,1980,2016,7441585,7870558,1559311,13216
D000355,N00001783,"Dingell, John D",2012,MI,D,H,1955,2012,1444696.44,1090720.81,387065.14,0
S000583,N00001811,"Smith, Lamar",2012,TX,R,H,1986,2012,1727471.98,1705680.88,876558.68,0
S000248,N00001813,"Serrano, Jose E",2012,NY,D,H,1989,2012,212068,209532.08,16717.63,0
H000874,N00001821,"Hoyer, Steny H",2012,MD,D,H,1981,2012,4155102.7,3838032.94,777032.09,0
M000702,N00001945,"Mikulski, Barbara A",2012,MD,D,S,1986,2016,5350206,4987444,706652,0
C000141,N00001955,"Cardin, Ben",2012,MD,D,S,2006,2012,6908143,6281916,726870,0
C000984,N00001971,"Cummings, Elijah E",2012,MD,D,H,1996,2012,795483.37,842134.99,780052.38,0
M000933,N00002083,"Moran, Jim",2012,VA,D,H,1990,2012,1102046.82,1170284.75,356653.49,0
S000185,N00002147,"Scott, Bobby",2012,VA,D,H,1992,2012,451466.32,436493.13,62943.83,3191.43
R000011,N00002198,"Rahall, Nick",2012,WV,D,H,1976,2012,1359430.49,1720828.35,109681.3,0
B001135,N00002221,"Burr, Richard",2012,NC,R,S,2004,2016,9747606,5981916,915707,0
C000556,N00002247,"Coble, Howard",2012,NC,R,H,1984,2012,531611.09,639502.76,78560.42,0
P000523,N00002260,"Price, David",2012,NC,D,H,1986,2012,1141279.86,1085726.83,65647.12,0
J000255,N00002299,"Jones, Walter B Jr",2012,NC,R,H,1994,2012,716405.25,745971.19,98133.08,0
M000485,N00002356,"McIntyre, Mike",2012,NC,D,H,1996,2012,2304496.01,2253833.62,85817.53,0
C000537,N00002408,"Clyburn, James E",2012,SC,D,H,1992,2012,2388048.33,2223870.46,1233310.01,0
S000051,N00002424,"Sanford, Mark",2012,,R, ,,2012,635.64,4284,120660.55,0
L000287,N00002577,"Lewis, John",2012,GA,D,H,1986,2012,1238406.06,1300095.24,206722.39,520.18
I000055,N00002593,"Isakson, Johnny",2012,GA,R,S,2004,2016,9398226,9208326,1562109,0
K000220,N00002656,"Kingston, Jack",2012,GA,R,H,1992,2012,1248412.38,1208213.63,988077.99,0
B000490,N00002674,"Bishop, Sanford",2012,GA,D,H,1992,2012,1290956,1301603.64,9856.32,40663.63
C000286,N00002685,"Chambliss, Saxby",2012,GA,R,S,2002,2014,16424386,17009823,1495057,0
B000911,N00002713,"Brown, Corrine",2012,FL,D,H,1992,2012,610071.75,613190.36,1117.75,24595.67
M000689,N00002793,"Mica, John L",2012,FL,R,H,1992,2012,2068330.84,2473672.27,146741.34,50000
R000435,N00002858,"Ros-Lehtinen, Ileana",2012,FL,R,H,1989,2012,2146246.12,1190873.38,1790595.03,0
H000324,N00002884,"Hastings, Alcee L",2012,FL,D,H,1992,2012,652962.59,558061.51,256105.91,0
F000462,N00002893,"Frankel, Lois J",2012,,D, ,,2012,3453915.3,3410565.22,43350.08,112550.8
C001111,N00002942,"Crist, Charlie",2012,,3, ,,2016,13682636,13682634,0,0
A000055,N00003028,"Aderholt, Robert B",2012,AL,R,H,1996,2012,1247169.37,1140896.88,152881.82,0
S001141,N00003062,"Sessions, Jeff",2012,AL,R,S,1996,2014,5300045,3932604,2777227,0
B001243,N00003105,"Blackburn, Marsha",2012,TN,R,H,2002,2012,1779731.37,1408632.56,1220155.61,7402.28
C000754,N00003132,"Cooper, Jim",2012,TN,D,H,2002,2012,1213184.51,664008.33,693328.32,0
D000533,N00003209,"Duncan, John J Jr",2012,TN,R,H,1988,2012,650921.79,548500.62,1569583.96,0
C001068,N00003225,"Cohen, Steve",2012,TN,D,H,2006,2012,831885.68,820326.73,800407.2,0
C000567,N00003328,"Cochran, Thad",2012,MS,R,S,1978,2014,2660993,2526883,480184,0
M000355,N00003389,"McConnell, Mitch",2012,KY,R,S,1984,2014,26449564,21527996,7383877,0
R000395,N00003473,"Rogers, Hal",2012,KY,R,H,1980,2012,1535445.49,1322648.03,921922.4,0
K000009,N00003522,"Kaptur, Marcy",2012,OH,D,H,1982,2012,1150008.58,1588127.19,128695.51,0
B000944,N00003535,"Brown, Sherrod",2012,OH,D,S,2006,2012,24840222,24576288,551089,38651
B000589,N00003675,"Boehner, John",2012,OH,R,H,1990,2012,22024288.2,21197801.38,952828.44,0
P000449,N00003682,"Portman, Rob",2012,OH,R,S,2010,2016,14190788,5676479,2101854,0
C000266,N00003689,"Chabot, Steve",2012,OH,R,H,2010,2012,1068815.87,737763.86,338579.93,0
C000542,N00003845,"Coats, Dan",2012,IN,R,S,2010,2016,5266196,4967405,241739,0
L000263,N00003950,"Levin, Sander",2012,MI,D,H,1982,2012,1836756.43,1649665.19,238137.97,0
C000714,N00004029,"Conyers, John Jr",2012,MI,D,H,1964,2012,1044468.12,990584.78,63322.67,0
S000770,N00004118,"Stabenow, Debbie",2012,MI,D,S,2000,2012,14376142,13434824,1114269,10624
H000206,N00004207,"Harkin, Tom",2012,IA,D,S,1984,2014,8941664,7338777,2723808,0
L000111,N00004227,"Latham, Tom",2012,IA,R,H,1994,2012,3408821.85,3882303.82,117560.55,0
S000244,N00004291,"Sensenbrenner, F James Jr",2012,WI,R,H,1978,2012,554919.59,626187.32,282545.61,0
R000570,N00004357,"Ryan, Paul",2012,WI,R,H,1998,2012,4994668.37,6651220.68,1363328.25,0
B001230,N00004367,"Baldwin, Tammy",2012,WI,D,H,1998,2012,14643868.69,15204939.55,143852,0
K000188,N00004403,"Kind, Ron",2012,WI,D,H,1996,2012,1979016.88,1568648.69,464772.68,0
P000265,N00004426,"Petri, Tom",2012,WI,R,H,1979,2012,743349.28,672014.83,919744.12,0
K000363,N00004436,"Kline, John",2012,MN,R,H,2002,2012,2352676.1,1957355.51,565590.33,0
P000258,N00004558,"Peterson, Collin",2012,MN,D,H,1990,2012,1129343.43,1497202.12,34416.62,0
C001096,N00004614,"Cramer, Kevin",2012,,R, ,,2012,1325478.8,1291733.07,33745.73,0
B000243,N00004643,"Baucus, Max",2012,MT,D,S,1978,2014,12383551,10836569,3594923,0
R000580,N00004719,"Roskam, Peter",2012,IL,R,H,2006,2012,3277931.9,3406887.17,1043239.33,10373.61
S001145,N00004724,"Schakowsky, Jan",2012,IL,D,H,1998,2012,1350902.19,1338067.35,273011.52,0
G000535,N00004874,"Gutierrez, Luis V",2012,IL,D,H,1992,2012,344048.41,383848.64,353835.9,0
D000096,N00004884,"Davis, Danny K",2012,IL,D,H,1996,2012,372212.44,467560.04,180999.44,60296.97
R000515,N00004887,"Rush, Bobby L",2012,IL,D,H,1992,2012,498765.15,476407.1,24438.29,23489.43
S000364,N00004961,"Shimkus, John M",2012,IL,R,H,1996,2012,2107579.3,2384832.07,860929.98,0
D000563,N00004981,"Durbin, Dick",2012,IL,D,S,1996,2014,10581956.35,10926564,2590707,0
E000172,N00005090,"Emerson, Jo Ann",2012,MO,R,H,1996,2012,1516761.37,1438336.25,86268.22,0
B000575,N00005195,"Blunt, Roy",2012,MO,R,S,2010,2016,13047770,13309444,74733,0
M000934,N00005282,"Moran, Jerry",2012,KS,R,S,2010,2016,4916870,7050748,409062,18725
R000307,N00005285,"Roberts, Pat",2012,KS,R,S,1996,2014,7090580.41,6886158.41,886894,0
L000550,N00005395,"Landrieu, Mary L",2012,LA,D,S,1996,2014,13066787,11484647,2534458,0
L000491,N00005559,"Lucas, Frank D",2012,OK,R,H,1994,2012,1622077.68,1663973.74,158668.7,0
I000024,N00005582,"Inhofe, James M",2012,OK,R,S,1994,2014,6858383,6661597,659217,0
C000560,N00005601,"Coburn, Tom",2012,OK,R,S,2004,2016,2298468,2993134,120399,0
H000067,N00005645,"Hall, Ralph M",2012,TX,R,H,1980,2012,563641.45,598127.32,48967.06,18790.44
B000213,N00005656,"Barton, Joe",2012,TX,R,H,1984,2012,1535592.48,2152615.75,905926.91,0
S000250,N00005681,"Sessions, Pete",2012,TX,R,H,1996,2012,1836551.52,1716842.95,1118702.67,0
J000032,N00005818,"Jackson Lee, Sheila",2012,TX,D,H,1994,2012,600450.89,554810.24,160294.34,0
G000410,N00005870,"Green, Gene",2012,TX,D,H,1992,2012,1012294.96,721458.54,869756,200
B000755,N00005883,"Brady, Kevin",2012,TX,R,H,1996,2012,1385893.57,1268522.45,317257.53,33500
S000937,N00005918,"Stockman, Steve",2012,,R, ,,2012,365284.6,361604.47,3679.65,195000
H000636,N00006008,"Hinojosa, Ruben",2012,TX,D,H,1996,2012,592032.53,849921.29,176684.47,0
D000399,N00006023,"Doggett, Lloyd",2012,TX,D,H,1994,2012,1744502.64,1977379.71,2610459.55,0
D000197,N00006134,"DeGette, Diana",2012,CO,D,H,1996,2012,1051538.17,1098046.15,62321.36,0
B001261,N00006236,"Barrasso, John A",2012,WY,R,S,2007,2012,7121673,4511679,2609992,0
E000285,N00006249,"Enzi, Mike",2012,WY,R,S,1996,2014,2112134,2017989,275211,0
S001148,N00006263,"Simpson, Mike",2012,ID,R,H,1998,2012,1200025.64,1192871.28,66490.58,0
C000880,N00006267,"Crapo, Mike",2012,ID,R,S,1998,2016,5261398,3355512,3464400,0
P000099,N00006397,"Pastor, Ed",2012,AZ,D,H,1991,2012,1025610.58,1103157.38,1314389.49,0
K000352,N00006406,"Kyl, Jon",2012,AZ,R,S,1994,2012,1194360,1094550,512807,0
F000448,N00006423,"Franks, Trent",2012,AZ,R,H,2002,2012,376998.03,354105.03,-4450.06,300586.4
M000303,N00006424,"McCain, John",2012,AZ,R,S,1986,2016,20932496,20510025,0,0
S000018,N00006446,"Salmon, Matt",2012,,R, ,,2012,1273756.61,1186743.99,87012.62,0
R000486,N00006671,"Roybal-Allard, Lucille",2012,CA,D,H,1992,2012,581440.27,563470.74,34158.18,0
B000711,N00006692,"Boxer, Barbara",2012,CA,D,S,1992,2016,18549424.9,8967567.11,279205,0
N000179,N00006789,"Napolitano, Grace",2012,CA,D,H,1998,2012,540770.26,610490.76,209415.15,0
H001063,N00006806,"Hahn, Janice",2012,CA,D,H,2011,2012,2521898.96,2483980,37918.96,271342.41
M001177,N00006863,"McClintock, Tom",2012,CA,R,H,2008,2012,1191742.7,1125498.34,373608.7,9130.33
M000508,N00006882,"McKeon, Buck",2012,CA,R,H,1992,2012,1980079.87,1769400.41,503507.63,0
S000344,N00006897,"Sherman, Brad",2012,CA,D,H,1996,2012,3201860.25,6172614.48,47778.49,829767.76
M001139,N00006954,"Miller, Gary",2012,CA,R,H,1998,2012,1271829.06,1706171.25,426074.75,25000
I000056,N00007017,"Issa, Darrell",2012,CA,R,H,2000,2012,2478710.48,1115221.66,1749490.41,10817.45
C000059,N00007099,"Calvert, Ken",2012,CA,R,H,1992,2012,1091572.66,847022.87,419344.28,3820.5
R000409,N00007151,"Rohrabacher, Dana",2012,CA,R,H,1988,2012,493391.61,582122.28,190658.68,0
C001036,N00007232,"Capps, Lois",2012,CA,D,H,1998,2012,3320070.72,3286649.92,354430.55,0
N000181,N00007248,"Nunes, Devin",2012,CA,R,H,2002,2012,1551896.98,1087798.59,1477951.11,0
F000030,N00007312,"Farr, Sam",2012,CA,D,H,1993,2012,735679.32,727205.98,73918.48,2763.41
E000215,N00007335,"Eshoo, Anna",2012,CA,D,H,1992,2012,1489802.48,1629523.88,373558.46,4636.7
P000197,N00007360,"Pelosi, Nancy",2012,CA,D,H,1987,2012,2300344.47,2001647.66,449327.33,0
F000062,N00007364,"Feinstein, Dianne",2012,CA,D,S,1992,2012,9797542,12152230,865541,373734
M000725,N00007390,"Miller, George",2012,CA,D,H,1974,2012,743547.15,885945.61,208528.4,2547.67
L000397,N00007479,"Lofgren, Zoe",2012,CA,D,H,1994,2012,858985.44,626000.61,575964.25,0
F000010,N00007632,"Faleomavaega, Eni F H",2012,AS,D,D,1988,2012,110570,100585.9,10202.4,0
R000600,N00007635,"Radewagen, Amata Coleman",2012,,R, ,,2012,19367.4,20697.45,11.49,0
B000574,N00007727,"Blumenauer, Earl",2012,OR,D,H,1996,2012,1185141.92,981705.69,632645.24,0
D000191,N00007781,"DeFazio, Peter",2012,OR,D,H,1986,2012,1333331.11,1401801.78,126039.97,0
S000510,N00007833,"Smith, Adam",2012,WA,D,H,1996,2012,1145880,924160.51,282956.05,0
C000127,N00007836,"Cantwell, Maria",2012,WA,D,S,2000,2012,11978158,11198862,754289,2177453
M001111,N00007876,"Murray, Patty",2012,WA,D,S,1992,2016,16585942,17337983,258708,0
J000174,N00008028,"Johnson, Sam",2012,TX,R,H,1991,2012,1136768.09,972691.45,796986.96,0
L000551,N00008046,"Lee, Barbara",2012,CA,D,H,1998,2012,1167291.69,1148467.65,45180.59,0
C000071,N00008086,"Camp, Dave",2012,MI,R,H,1990,2012,4476144.59,3299097.53,2653090.38,0
B000013,N00008091,"Bachus, Spencer",2012,AL,R,H,1992,2012,2725003.77,2904500.84,260462.29,0
J000126,N00008122,"Johnson, Eddie Bernice",2012,TX,D,H,1992,2012,779237.22,882303.45,67820.46,14505.16
R000487,N00008264,"Royce, Ed",2012,CA,R,H,1992,2012,2746376.13,4515189.87,565771.41,487757.83
S000030,N00008274,"Sanchez, Loretta",2012,CA,D,H,1996,2012,1677370.81,1674005.58,220884.52,0
G000377,N00008799,"Granger, Kay",2012,TX,R,H,1996,2012,1375456.6,1369512.32,119142.92,4164.06
G000289,N00009154,"Goodlatte, Bob",2012,VA,R,H,1992,2012,1606587.55,1888067.43,513735,0
H000329,N00009157,"Hastings, Doc",2012,WA,R,H,1994,2012,1649564.36,1453308.11,290161.58,45100
F000444,N00009573,"Flake, Jeff",2012,AZ,R,H,2000,2012,9026951,9557420,97360,0
S001150,N00009585,"Schiff, Adam",2012,CA,D,H,2000,2012,1333321.02,1082976.5,2059330.24,312.28
D000598,N00009604,"Davis, Susan A",2012,CA,D,H,2000,2012,647361.55,952515.18,172720.09,0
S001176,N00009660,"Scalise, Steve",2012,LA,R,H,2008,2012,1436751.06,1198851.91,600890.84,0
R000572,N00009668,"Rogers, Mike",2012,MI,R,H,2000,2012,1921587.04,1726143.81,1284379.27,0
L000559,N00009724,"Langevin, Jim",2012,RI,D,H,2000,2012,1103438.77,1131247.74,150118.12,0
C001048,N00009738,"Culberson, John",2012,TX,R,H,2000,2012,842045.37,846830.82,32396.11,0
M001142,N00009753,"Matheson, Jim",2012,UT,D,H,2000,2012,2360398.97,2384427.1,16841.59,0
L000560,N00009759,"Larsen, Rick",2012,WA,D,H,2000,2012,1356321.57,1225992.83,344022.13,0
C001047,N00009771,"Capito, Shelley Moore",2012,WV,R,H,2000,2012,2449473.47,3001166.53,32028.81,0
B000287,N00009774,"Becerra, Xavier",2012,CA,D,H,1992,2012,1849999.56,1570150.91,901779.45,8427
M001150,N00009795,"Miller, Candice S",2012,MI,R,H,2002,2012,674170.19,801503.32,773968.6,0
S000522,N00009816,"Smith, Chris",2012,NJ,R,H,1980,2012,658473.84,622377.75,182496.37,0
M000404,N00009829,"McDermott, Jim",2012,WA,D,H,1988,2012,611669.76,601201.89,28598.93,0
H000338,N00009869,"Hatch, Orrin G",2012,UT,R,S,1976,2012,11577851,13140209,779719,0
A000360,N00009888,"Alexander, Lamar",2012,TN,R,S,2002,2014,6372925,5602058,1010758,0
L000174,N00009918,"Leahy, Patrick",2012,VT,D,S,1974,2016,4851148,4631732,1574895,0
S000320,N00009920,"Shelby, Richard C",2012,AL,R,S,1986,2016,8538662,2476122,17686223,0
R000146,N00009922,"Reid, Harry",2012,NV,D,S,1986,2016,25869150,25653446,291155,0
N000032,N00009926,"Nelson, Bill",2012,FL,D,S,2000,2012,16803512,17125413,994324,0
G000359,N00009975,"Graham, Lindsey",2012,SC,R,S,2002,2014,7630218,5848508,4412522,0
J000177,N00010084,"Johnson, Tim",2012,SD,D,S,1996,2014,6550745,5668655,1235390,0
L000566,N00012233,"Latta, Robert E",2012,OH,R,H,2007,2012,1111742.01,1284548.04,53387.58,0
C001049,N00012460,"Clay, William L Jr",2012,MO,D,H,2000,2012,866834.99,991857.04,118356.18,0
C000174,N00012508,"Carper, Tom",2012,DE,D,S,2000,2012,4882503,5324026,853377,0
K000360,N00012539,"Kirk, Mark",2012,IL,R,S,2010,2016,15209035.91,14863453.64,425450,0
M001189,N00012546,"Messer, Luke",2012,,R, ,,2012,1116947.49,1085528.89,42611.71,25200
H001034,N00012611,"Honda, Mike",2012,CA,D,H,2000,2012,900844.16,1028810.23,78222.38,0
P000588,N00012672,"Pearce, Steve",2012,NM,R,H,2010,2012,1687074.84,1121521.36,598927.07,0
C001045,N00012739,"Crenshaw, Ander ",2012,FL,R,H,2000,2012,543226.67,721657.11,369182.94,0
M001143,N00012942,"McCollum, Betty",2012,MN,D,H,2000,2012,931989.76,942684.05,48013.91,0
C001046,N00013131,"Cantor, Eric",2012,VA,R,H,2000,2012,7632717.43,7477917.43,1080247.45,0
G000546,N00013323,"Graves, Sam",2012,MO,R,H,2000,2012,1357980.82,1132802.98,255139.92,5522.41
I000057,N00013345,"Israel, Steve",2012,NY,D,H,2000,2012,3186020.72,3169048.67,336023.6,0
S001154,N00013770,"Shuster, Bill",2012,PA,R,H,2001,2012,1674736.45,1483252.4,284858.84,0
F000445,N00013799,"Forbes, Randy",2012,VA,R,H,2001,2012,1077552.25,1240932.22,189862.55,0
P000597,N00013817,"Pingree, Chellie",2012,ME,D,H,2008,2012,1024607.7,881241.8,161420.58,20000
P000590,N00013823,"Pryor, Mark",2012,AR,D,S,2002,2014,5910612,4648001,1734136,0
M001144,N00013846,"Miller, Jeff",2012,FL,R,H,2001,2012,731600.7,684274.71,65948.6,0
L000562,N00013855,"Lynch, Stephen F",2012,MA,D,H,2001,2012,729836.44,642217.09,760206.1,0
B001236,N00013873,"Boozman, John",2012,AR,R,S,2010,2016,3957753,3879014,100069,0
N000127,N00021207,"Nolan, Rick",2012,,D, ,,2012,1256440.13,1230232.51,26207.62,38513.88
C001077,N00024753,"Coffman, Mike",2012,CO,R,H,2008,2012,3441282.7,3838136.52,7832.78,36224.43
R000575,N00024759,"Rogers, Mike D",2012,AL,R,H,2002,2012,1069891.19,982102.34,292048.29,0
G000550,N00024760,"Gingrey, Phil",2012,GA,R,H,2002,2012,1720190.35,1140885.35,1871933.74,0
M001149,N00024770,"Michaud, Mike",2012,ME,D,H,2002,2012,1222006.4,1199774.95,80637.92,0
C001069,N00024842,"Courtney, Joe",2012,CT,D,H,2006,2012,1520758.75,1449934.62,306383.17,0
C001056,N00024852,"Cornyn, John",2012,TX,R,S,2002,2014,18060692,18476306,2671655,0
B001245,N00024866,"Bordallo, Madeleine Z",2012,GU,D,D,2002,2012,254070,495140.85,93708.09,0
S001156,N00024870,"Sanchez, Linda",2012,CA,D,H,2002,2012,1048195.13,1104479.95,116014.76,0
S001157,N00024871,"Scott, David",2012,GA,D,H,2002,2012,976668.79,845674.93,184079.7,74000
H001036,N00024922,"Hensarling, Jeb",2012,TX,R,H,2002,2012,3017392.46,2583174.15,1883788.43,0
C001063,N00024978,"Cuellar, Henry",2012,TX,D,H,2004,2012,1672433.49,1279635.52,745369.64,0
M001151,N00024992,"Murphy, Tim",2012,PA,R,H,2002,2012,2386295.47,2649101.97,121283.08,0
G000549,N00025025,"Gerlach, Jim",2012,PA,R,H,2002,2012,2234892.13,2108953.16,254009.3,0
C001051,N00025095,"Carter, John",2012,TX,R,H,2002,2012,885683.63,757982.69,464659.2,0
B001248,N00025219,"Burgess, Michael",2012,TX,R,H,2002,2012,1054607.15,990101.27,95434.86,0
K000362,N00025237,"King, Steven A",2012,IA,R,H,2002,2012,3753859.7,3815764.55,119193.14,0
R000577,N00025280,"Ryan, Tim",2012,OH,D,H,2002,2012,991384.96,983820.48,125451.11,0
G000551,N00025284,"Grijalva, Raul M",2012,AZ,D,H,2002,2012,908543.77,930949.81,7865.73,25544.7
B001250,N00025292,"Bishop, Rob",2012,UT,R,H,2002,2012,353367.37,403467.05,14110.29,49859.2
B001244,N00025330,"Bonner, Jo",2012,AL,R,H,2002,2012,1140566.63,1263168.28,157209.22,0
D000600,N00025337,"Diaz-Balart, Mario",2012,FL,R,H,2002,2012,852973.17,769587.43,298471.17,0
B001242,N00025413,"Bishop, Timothy H",2012,NY,D,H,2002,2012,2731218.03,3031035.92,6969.47,0
K000392,N00025445,"Kustoff, David",2012,,R, ,,2012,0,0,2552.76,311000
A000361,N00025464,"Alexander, Rodney",2012,LA,R,H,2002,2012,1375551.28,1132954.63,244645.06,0
R000576,N00025482,"Ruppersberger, Dutch",2012,MD,D,H,2002,2012,1408187.25,1096047.97,890964.49,0
B001269,N00025495,"Barletta, Lou",2012,PA,R,H,2010,2012,1334027.37,1335284.52,7897.02,284878.93
C001053,N00025726,"Cole, Tom",2012,OK,R,H,2002,2012,1016545.82,773950.43,792630.17,0
H001050,N00025881,"Hanabusa, Colleen",2012,HI,D,H,2010,2012,1290102.05,1162295.67,54894.53,12577.58
C001062,N00026041,"Conaway, Mike",2012,TX,R,H,2004,2012,1350629.71,1206227.65,606060.98,0
N000182,N00026043,"Neugebauer, Randy",2012,TX,R,H,2003,2012,1561331.33,1319609.09,891335,0
M001153,N00026050,"Murkowski, Lisa",2012,AK,R,S,2002,2016,5272590,5009404,379972,0
B001252,N00026080,"Barrow, John",2012,GA,D,H,2004,2012,2876917.75,2880362.64,66947.58,0
G000552,N00026148,"Gohmert, Louis B Jr",2012,TX,R,H,2004,2012,742346.57,759161.55,96736.27,0
P000591,N00026160,"Price, Tom",2012,GA,R,H,2004,2012,2341155.22,1779245.68,1578307.76,0
F000450,N00026166,"Foxx, Virginia",2012,NC,R,H,2004,2012,972460.35,721824.4,1455074.42,0
D000604,N00026171,"Dent, Charlie",2012,PA,R,H,2004,2012,1706451.47,1511724.42,235006.41,0
M001159,N00026314,"McMorris Rodgers, Cathy",2012,WA,R,H,2004,2012,1968862,1987459,394516,4247
C001059,N00026341,"Costa, Jim",2012,CA,D,H,2004,2012,1483125.53,1274918.69,210609.24,27484.28
K000389,N00026427,"Khanna, Rohit",2012,,D, ,,2012,1261352.27,245150.2,1016202.07,0
P000592,N00026457,"Poe, Ted",2012,TX,R,H,2004,2012,966270.91,480982.47,1432598.6,0
M001157,N00026460,"McCaul, Michael",2012,TX,R,H,2004,2012,1124340.28,1075667.29,28425.1,194209.36
D000607,N00026586,"Donnelly, Joe",2012,IN,D,H,2006,2012,5661997.36,5579171.08,93936,98430
B001255,N00026595,"Boustany, Charles W Jr",2012,LA,R,H,2004,2012,4496593.86,4867555.13,190368.07,0
M001156,N00026627,"McHenry, Patrick",2012,NC,R,H,2004,2012,1257013.35,1127554.92,154216.22,0
F000449,N00026631,"Fortenberry, Jeff",2012,NE,R,H,2004,2012,698413.78,381321.91,770946.77,0
G000553,N00026686,"Green, Al",2012,TX,D,H,2004,2012,351713.48,365843.61,175472.69,29800
M001158,N00026710,"Marchant, Kenny",2012,TX,R,H,2004,2012,829632.42,742252.43,505375.27,0
C001061,N00026790,"Cleaver, Emanuel",2012,MO,D,H,2004,2012,1155849.08,1191843.18,133429.34,0
K000393,N00026823,"Kennedy, John Neely",2012,,R, ,,2014,4903027,4866308,0,0
R000578,N00026885,"Reichert, Dave",2012,WA,R,H,2004,2012,1654833.25,1597769.57,87225.45,0
