bill_id,chamber,term,session,action,roll_number,url
HR3957-114,House,114,2,Final Passage Under Suspension of the Rules Results,528,http://clerk.house.gov/evs/2016/roll528.xml
HR3998-114,House,114,2,Final Passage Under Suspension of the Rules Results,230,http://clerk.house.gov/evs/2016/roll230.xml
HR4038-114,Senate,114,2,CLOTURE MOTION,4,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00004
HR4038-114,House,114,1,Passage of a Measure,643,http://clerk.house.gov/evs/2015/roll643.xml
HR4038-114,House,114,1,Motion to Commit/Recommit With Instructions Results,642,http://clerk.house.gov/evs/2015/roll642.xml
HR4096-114,House,114,2,Final Passage Under Suspension of the Rules Results,165,http://clerk.house.gov/evs/2016/roll165.xml
HR4127-114,House,114,1,Final Passage Under Suspension of the Rules Results,649,http://clerk.house.gov/evs/2015/roll649.xml
HR4168-114,House,114,2,Final Passage Under Suspension of the Rules Results,47,http://clerk.house.gov/evs/2016/roll047.xml
HR4238-114,House,114,2,Final Passage Under Suspension of the Rules Results,102,http://clerk.house.gov/evs/2016/roll102.xml
HR4239-114,House,114,1,Final Passage Under Suspension of the Rules Results,700,http://clerk.house.gov/evs/2015/roll700.xml
HR4246-114,House,114,1,Final Passage Under Suspension of the Rules Results,696,http://clerk.house.gov/evs/2015/roll696.xml
HR427-114,House,114,1,Passage of a Measure,482,http://clerk.house.gov/evs/2015/roll482.xml
HR427-114,House,114,1,Motion to Commit/Recommit With Instructions Results,481,http://clerk.house.gov/evs/2015/roll481.xml
HR431-114,House,114,1,Final Passage Under Suspension of the Rules Results,76,http://clerk.house.gov/evs/2015/roll076.xml
HR4314-114,House,114,2,Final Passage Under Suspension of the Rules Results,130,http://clerk.house.gov/evs/2016/roll130.xml
HR4336-114,House,114,2,Final Passage Under Suspension of the Rules Results,135,http://clerk.house.gov/evs/2016/roll135.xml
HR4361-114,House,114,2,Passage of a Measure,376,http://clerk.house.gov/evs/2016/roll376.xml
HR4361-114,House,114,2,Free Form Motions Results,375,http://clerk.house.gov/evs/2016/roll375.xml
HR4402-114,House,114,2,Final Passage Under Suspension of the Rules Results,84,http://clerk.house.gov/evs/2016/roll084.xml
HR4407-114,House,114,2,Final Passage Under Suspension of the Rules Results,195,http://clerk.house.gov/evs/2016/roll195.xml
HR4408-114,House,114,2,Final Passage Under Suspension of the Rules Results,83,http://clerk.house.gov/evs/2016/roll083.xml
HR4416-114,House,114,2,Final Passage Under Suspension of the Rules Results,125,http://clerk.house.gov/evs/2016/roll125.xml
HR4419-114,House,114,2,Final Passage Under Suspension of the Rules Results,551,http://clerk.house.gov/evs/2016/roll551.xml
HR4434-114,House,114,2,Final Passage Under Suspension of the Rules Results,126,http://clerk.house.gov/evs/2016/roll126.xml
HR4470-114,House,114,2,Final Passage Under Suspension of the Rules Results,67,http://clerk.house.gov/evs/2016/roll067.xml
HR4498-114,House,114,2,Passage of a Measure,171,http://clerk.house.gov/evs/2016/roll171.xml
HR4511-114,Senate,114,2,PASSED SENATE,152,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00152
HR4557-114,House,114,2,Passage of a Measure,109,http://clerk.house.gov/evs/2016/roll109.xml
HR4570-114,House,114,2,Final Passage Under Suspension of the Rules Results,153,http://clerk.house.gov/evs/2016/roll153.xml
HR4586-114,House,114,2,Final Passage Under Suspension of the Rules Results,189,http://clerk.house.gov/evs/2016/roll189.xml
HR4596-114,House,114,2,Passage of a Measure,124,http://clerk.house.gov/evs/2016/roll124.xml
HR4641-114,House,114,2,Passage of a Measure,184,http://clerk.house.gov/evs/2016/roll184.xml
HR4676-114,House,114,2,Final Passage Under Suspension of the Rules Results,140,http://clerk.house.gov/evs/2016/roll140.xml
HR469-114,House,114,1,Final Passage Under Suspension of the Rules Results,47,http://clerk.house.gov/evs/2015/roll047.xml
HR4742-114,House,114,2,Final Passage Under Suspension of the Rules Results,133,http://clerk.house.gov/evs/2016/roll133.xml
HR4743-114,House,114,2,Final Passage Under Suspension of the Rules Results,194,http://clerk.house.gov/evs/2016/roll194.xml
HR4755-114,House,114,2,Final Passage Under Suspension of the Rules Results,134,http://clerk.house.gov/evs/2016/roll134.xml
HR4757-114,House,114,2,Final Passage Under Suspension of the Rules Results,589,http://clerk.house.gov/evs/2016/roll589.xml
HR4768-114,House,114,2,Passage of a Measure,416,http://clerk.house.gov/evs/2016/roll416.xml
HR4768-114,House,114,2,Motion to Commit/Recommit With Instructions Results,415,http://clerk.house.gov/evs/2016/roll415.xml
HR4775-114,House,114,2,Passage of a Measure,282,http://clerk.house.gov/evs/2016/roll282.xml
HR4775-114,House,114,2,Motion to Commit/Recommit With Instructions Results,281,http://clerk.house.gov/evs/2016/roll281.xml
HR4820-114,House,114,2,Final Passage Under Suspension of the Rules Results,164,http://clerk.house.gov/evs/2016/roll164.xml
HR4843-114,House,114,2,Final Passage Under Suspension of the Rules Results,185,http://clerk.house.gov/evs/2016/roll185.xml
HR4854-114,House,114,2,Final Passage Under Suspension of the Rules Results,349,http://clerk.house.gov/evs/2016/roll349.xml
HR4855-114,House,114,2,Final Passage Under Suspension of the Rules Results,350,http://clerk.house.gov/evs/2016/roll350.xml
HR4885-114,House,114,2,Passage of a Measure,161,http://clerk.house.gov/evs/2016/roll161.xml
HR4889-114,House,114,2,Final Passage Under Suspension of the Rules Results,229,http://clerk.house.gov/evs/2016/roll229.xml
HR4890-114,House,114,2,Passage of a Measure,162,http://clerk.house.gov/evs/2016/roll162.xml
HR4901-114,House,114,2,Passage of a Measure,179,http://clerk.house.gov/evs/2016/roll179.xml
HR4901-114,House,114,2,Motion to Commit/Recommit With Instructions Results,178,http://clerk.house.gov/evs/2016/roll178.xml
HR4904-114,House,114,2,Final Passage Under Suspension of the Rules Results,271,http://clerk.house.gov/evs/2016/roll271.xml
HR4906-114,House,114,2,Final Passage Under Suspension of the Rules Results,270,http://clerk.house.gov/evs/2016/roll270.xml
HR4909-114,House,114,2,Passage of a Measure,216,http://clerk.house.gov/evs/2016/roll216.xml
HR4909-114,House,114,2,Motion to Commit/Recommit With Instructions Results,215,http://clerk.house.gov/evs/2016/roll215.xml
HR4919-114,House,114,2,Final Passage Under Suspension of the Rules Results,619,http://clerk.house.gov/evs/2016/roll619.xml
HR4923-114,House,114,2,Final Passage Under Suspension of the Rules Results,166,http://clerk.house.gov/evs/2016/roll166.xml
HR4939-114,House,114,2,Final Passage Under Suspension of the Rules Results,297,http://clerk.house.gov/evs/2016/roll297.xml
HR4957-114,House,114,2,Final Passage Under Suspension of the Rules Results,180,http://clerk.house.gov/evs/2016/roll180.xml
HR4974-114,House,114,2,Passage of a Measure,228,http://clerk.house.gov/evs/2016/roll228.xml
HR4974-114,House,114,2,Free Form Motions Results,227,http://clerk.house.gov/evs/2016/roll227.xml
HR4992-114,House,114,2,Passage of a Measure,478,http://clerk.house.gov/evs/2016/roll478.xml
HR5-114,House,114,1,Passage of a Measure,423,http://clerk.house.gov/evs/2015/roll423.xml
HR5-114,House,114,1,Motion to Commit/Recommit With Instructions Results,422,http://clerk.house.gov/evs/2015/roll422.xml
HR50-114,House,114,1,Passage of a Measure,64,http://clerk.house.gov/evs/2015/roll064.xml
HR50-114,House,114,1,Motion to Commit/Recommit With Instructions Results,63,http://clerk.house.gov/evs/2015/roll063.xml
HR5015-114,House,114,2,Final Passage Under Suspension of the Rules Results,601,http://clerk.house.gov/evs/2016/roll601.xml
HR5019-114,House,114,2,Final Passage Under Suspension of the Rules Results,175,http://clerk.house.gov/evs/2016/roll175.xml
HR5037-114,House,114,2,Final Passage Under Suspension of the Rules Results,555,http://clerk.house.gov/evs/2016/roll555.xml
HR5046-114,House,114,2,Passage of a Measure,187,http://clerk.house.gov/evs/2016/roll187.xml
HR5047-114,House,114,2,Final Passage Under Suspension of the Rules Results,591,http://clerk.house.gov/evs/2016/roll591.xml
HR5049-114,House,114,2,Final Passage Under Suspension of the Rules Results,301,http://clerk.house.gov/evs/2016/roll301.xml
HR5052-114,House,114,2,Final Passage Under Suspension of the Rules Results,181,http://clerk.house.gov/evs/2016/roll181.xml
HR5053-114,House,114,2,Passage of a Measure,303,http://clerk.house.gov/evs/2016/roll303.xml
HR5053-114,House,114,2,Motion to Commit/Recommit With Instructions Results,302,http://clerk.house.gov/evs/2016/roll302.xml
HR5055-114,House,114,2,Passage of a Measure,266,http://clerk.house.gov/evs/2016/roll266.xml
HR5055-114,House,114,2,Motion to Commit/Recommit With Instructions Results,265,http://clerk.house.gov/evs/2016/roll265.xml
HR5063-114,House,114,2,Passage of a Measure,488,http://clerk.house.gov/evs/2016/roll488.xml
HR5063-114,House,114,2,Motion to Commit/Recommit With Instructions Results,487,http://clerk.house.gov/evs/2016/roll487.xml
HR5077-114,House,114,2,Final Passage Under Suspension of the Rules Results,235,http://clerk.house.gov/evs/2016/roll235.xml
HR511-114,House,114,1,Passage of a Measure,633,http://clerk.house.gov/evs/2015/roll633.xml
HR5119-114,House,114,2,Passage of a Measure,441,http://clerk.house.gov/evs/2016/roll441.xml
HR5143-114,House,114,2,Passage of a Measure,613,http://clerk.house.gov/evs/2016/roll613.xml
HR5147-114,House,114,2,Final Passage Under Suspension of the Rules Results,541,http://clerk.house.gov/evs/2016/roll541.xml
HR5226-114,House,114,2,Passage of a Measure,510,http://clerk.house.gov/evs/2016/roll510.xml
HR5226-114,House,114,2,Motion to Commit/Recommit With Instructions Results,509,http://clerk.house.gov/evs/2016/roll509.xml
HR5233-114,House,114,2,Passage of a Measure,248,http://clerk.house.gov/evs/2016/roll248.xml
HR5233-114,House,114,2,Motion to Commit/Recommit With Instructions Results,247,http://clerk.house.gov/evs/2016/roll247.xml
HR5243-114,House,114,2,Passage of a Measure,207,http://clerk.house.gov/evs/2016/roll207.xml
HR5243-114,House,114,2,Placeholder Text for H36810,206,http://clerk.house.gov/evs/2016/roll206.xml
HR527-114,House,114,1,Passage of a Measure,68,http://clerk.house.gov/evs/2015/roll068.xml
HR527-114,House,114,1,Motion to Commit/Recommit With Instructions Results,67,http://clerk.house.gov/evs/2015/roll067.xml
HR5278-114,House,114,2,Passage of a Measure,288,http://clerk.house.gov/evs/2016/roll288.xml
HR529-114,House,114,1,Passage of a Measure,90,http://clerk.house.gov/evs/2015/roll090.xml
HR529-114,House,114,1,Motion to Commit/Recommit With Instructions Results,89,http://clerk.house.gov/evs/2015/roll089.xml
HR5293-114,Senate,114,2,CLOTURE MOTION,136,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00136
HR5293-114,Senate,114,2,CLOTURE MOTION,133,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00133
HR5293-114,Senate,114,2,CLOTURE MOTION,124,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00124
HR5293-114,House,114,2,Passage of a Measure,332,http://clerk.house.gov/evs/2016/roll332.xml
HR5303-114,House,114,2,Passage of a Measure,572,http://clerk.house.gov/evs/2016/roll572.xml
HR5303-114,House,114,2,Motion to Commit/Recommit With Instructions Results,571,http://clerk.house.gov/evs/2016/roll571.xml
HR5312-114,House,114,2,Final Passage Under Suspension of the Rules Results,298,http://clerk.house.gov/evs/2016/roll298.xml
HR5320-114,House,114,2,Final Passage Under Suspension of the Rules Results,545,http://clerk.house.gov/evs/2016/roll545.xml
HR5325-114,House,114,2,Vote on House Agreeing to the Senate Action,573,http://clerk.house.gov/evs/2016/roll573.xml
HR5325-114,Senate,114,2,PASSED SENATE,151,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00151
HR5325-114,Senate,114,2,CLOTURE MOTION,150,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00150
HR5325-114,Senate,114,2,CLOTURE MOTION,147,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00147
HR5325-114,Senate,114,2,CLOTURE MOTION,144,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00144
HR5325-114,House,114,2,Passage of a Measure,294,http://clerk.house.gov/evs/2016/roll294.xml
HR5325-114,House,114,2,Motion to Commit/Recommit With Instructions Results,293,http://clerk.house.gov/evs/2016/roll293.xml
HR5351-114,House,114,2,Passage of a Measure,520,http://clerk.house.gov/evs/2016/roll520.xml
HR538-114,House,114,1,Passage of a Measure,544,http://clerk.house.gov/evs/2015/roll544.xml
HR538-114,House,114,1,Motion to Commit/Recommit With Instructions Results,543,http://clerk.house.gov/evs/2015/roll543.xml
HR5388-114,House,114,2,Final Passage Under Suspension of the Rules Results,335,http://clerk.house.gov/evs/2016/roll335.xml
HR5389-114,House,114,2,Final Passage Under Suspension of the Rules Results,336,http://clerk.house.gov/evs/2016/roll336.xml
HR5392-114,House,114,2,Final Passage Under Suspension of the Rules Results,558,http://clerk.house.gov/evs/2016/roll558.xml
HR5422-114,House,114,2,Final Passage Under Suspension of the Rules Results,588,http://clerk.house.gov/evs/2016/roll588.xml
HR5424-114,House,114,2,Passage of a Measure,495,http://clerk.house.gov/evs/2016/roll495.xml
HR5424-114,House,114,2,Motion to Commit/Recommit With Instructions Results,494,http://clerk.house.gov/evs/2016/roll494.xml
HR5461-114,House,114,2,Passage of a Measure,536,http://clerk.house.gov/evs/2016/roll536.xml
HR5471-114,House,114,2,Final Passage Under Suspension of the Rules Results,333,http://clerk.house.gov/evs/2016/roll333.xml
HR5485-114,House,114,2,Passage of a Measure,398,http://clerk.house.gov/evs/2016/roll398.xml
HR5485-114,House,114,2,Motion to Commit/Recommit With Instructions Results,397,http://clerk.house.gov/evs/2016/roll397.xml
HR5485-114,House,114,2,Placeholder Text for H32351,356,http://clerk.house.gov/evs/2016/roll356.xml
HR5523-114,House,114,2,Final Passage Under Suspension of the Rules Results,548,http://clerk.house.gov/evs/2016/roll548.xml
HR5525-114,House,114,2,Final Passage Under Suspension of the Rules Results,334,http://clerk.house.gov/evs/2016/roll334.xml
HR5538-114,House,114,2,Passage of a Measure,477,http://clerk.house.gov/evs/2016/roll477.xml
HR5578-114,House,114,2,Final Passage Under Suspension of the Rules Results,479,http://clerk.house.gov/evs/2016/roll479.xml
HR5587-114,House,114,2,Final Passage Under Suspension of the Rules Results,503,http://clerk.house.gov/evs/2016/roll503.xml
HR5606-114,House,114,2,Final Passage Under Suspension of the Rules Results,403,http://clerk.house.gov/evs/2016/roll403.xml
HR5607-114,House,114,2,Final Passage Under Suspension of the Rules Results,402,http://clerk.house.gov/evs/2016/roll402.xml
HR5613-114,House,114,2,Final Passage Under Suspension of the Rules Results,531,http://clerk.house.gov/evs/2016/roll531.xml
HR5620-114,House,114,2,Passage of a Measure,519,http://clerk.house.gov/evs/2016/roll519.xml
HR5620-114,House,114,2,Motion to Commit/Recommit With Instructions Results,518,http://clerk.house.gov/evs/2016/roll518.xml
HR5625-114,House,114,2,Final Passage Under Suspension of the Rules Results,549,http://clerk.house.gov/evs/2016/roll549.xml
HR5631-114,House,114,2,Passage of a Measure,467,http://clerk.house.gov/evs/2016/roll467.xml
HR5658-114,House,114,2,Final Passage Under Suspension of the Rules Results,410,http://clerk.house.gov/evs/2016/roll410.xml
HR5659-114,House,114,2,Final Passage Under Suspension of the Rules Results,529,http://clerk.house.gov/evs/2016/roll529.xml
HR5690-114,House,114,2,Final Passage Under Suspension of the Rules Results,523,http://clerk.house.gov/evs/2016/roll523.xml
HR5711-114,House,114,2,Passage of a Measure,587,http://clerk.house.gov/evs/2016/roll587.xml
HR5711-114,House,114,2,Motion to Commit/Recommit With Instructions Results,586,http://clerk.house.gov/evs/2016/roll586.xml
HR5713-114,House,114,2,Final Passage Under Suspension of the Rules Results,530,http://clerk.house.gov/evs/2016/roll530.xml
HR5719-114,House,114,2,Passage of a Measure,544,http://clerk.house.gov/evs/2016/roll544.xml
HR5785-114,House,114,2,Final Passage Under Suspension of the Rules Results,522,http://clerk.house.gov/evs/2016/roll522.xml
HR5790-114,House,114,2,Final Passage Under Suspension of the Rules Results,616,http://clerk.house.gov/evs/2016/roll616.xml
HR5798-114,House,114,2,Final Passage Under Suspension of the Rules Results,556,http://clerk.house.gov/evs/2016/roll556.xml
HR5859-114,House,114,2,Final Passage Under Suspension of the Rules Results,537,http://clerk.house.gov/evs/2016/roll537.xml
HR5931-114,House,114,2,Passage of a Measure,554,http://clerk.house.gov/evs/2016/roll554.xml
HR5946-114,House,114,2,Final Passage Under Suspension of the Rules Results,546,http://clerk.house.gov/evs/2016/roll546.xml
HR596-114,House,114,1,Passage of a Measure,58,http://clerk.house.gov/evs/2015/roll058.xml
HR596-114,House,114,1,Motion to Commit/Recommit With Instructions Results,57,http://clerk.house.gov/evs/2015/roll057.xml
HR5963-114,House,114,2,Final Passage Under Suspension of the Rules Results,552,http://clerk.house.gov/evs/2016/roll552.xml
HR597-114,House,114,1,Passage of a Measure,576,http://clerk.house.gov/evs/2015/roll576.xml
HR5977-114,House,114,2,Final Passage Under Suspension of the Rules Results,539,http://clerk.house.gov/evs/2016/roll539.xml
HR598-114,House,114,2,Final Passage Under Suspension of the Rules Results,34,http://clerk.house.gov/evs/2016/roll034.xml
HR5982-114,House,114,2,Passage of a Measure,585,http://clerk.house.gov/evs/2016/roll585.xml
HR5982-114,House,114,2,Motion to Commit/Recommit With Instructions Results,584,http://clerk.house.gov/evs/2016/roll584.xml
HR5985-114,Senate,114,2,PASSED SENATE,143,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00143
HR6-114,House,114,1,Passage of a Measure,433,http://clerk.house.gov/evs/2015/roll433.xml
HR6007-114,House,114,2,Final Passage Under Suspension of the Rules Results,538,http://clerk.house.gov/evs/2016/roll538.xml
HR6014-114,House,114,2,Final Passage Under Suspension of the Rules Results,540,http://clerk.house.gov/evs/2016/roll540.xml
HR606-114,House,114,1,Final Passage Under Suspension of the Rules Results,216,http://clerk.house.gov/evs/2015/roll216.xml
HR6076-114,House,114,2,Final Passage Under Suspension of the Rules Results,614,http://clerk.house.gov/evs/2016/roll614.xml
HR6094-114,House,114,2,Passage of a Measure,574,http://clerk.house.gov/evs/2016/roll574.xml
HR615-114,House,114,1,Final Passage Under Suspension of the Rules Results,52,http://clerk.house.gov/evs/2015/roll052.xml
HR622-114,House,114,1,Passage of a Measure,159,http://clerk.house.gov/evs/2015/roll159.xml
HR622-114,House,114,1,Motion to Commit/Recommit With Instructions Results,158,http://clerk.house.gov/evs/2015/roll158.xml
HR623-114,House,114,1,Final Passage Under Suspension of the Rules Results,53,http://clerk.house.gov/evs/2015/roll053.xml
HR6297-114,Senate,114,2,PASSED SENATE,155,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00155
HR6297-114,House,114,2,Final Passage Under Suspension of the Rules Results,577,http://clerk.house.gov/evs/2016/roll577.xml
HR636-114,Senate,114,2,SENATE AGREED (FREE TEXT),127,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00127
HR636-114,Senate,114,2,PASSED SENATE,47,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00047
HR636-114,Senate,114,2,CLOTURE MOTION,46,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00046
HR636-114,Senate,114,2,CLOTURE MOTION,40,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00040
HR636-114,House,114,1,Passage of a Measure,82,http://clerk.house.gov/evs/2015/roll082.xml
HR636-114,House,114,1,Motion to Commit/Recommit With Instructions Results,81,http://clerk.house.gov/evs/2015/roll081.xml
HR6392-114,House,114,2,Passage of a Measure,599,http://clerk.house.gov/evs/2016/roll599.xml
HR6392-114,House,114,2,Motion to Commit/Recommit With Instructions Results,598,http://clerk.house.gov/evs/2016/roll598.xml
HR6393-114,House,114,2,Final Passage Under Suspension of the Rules Results,593,http://clerk.house.gov/evs/2016/roll593.xml
HR6394-114,House,114,2,Final Passage Under Suspension of the Rules Results,604,http://clerk.house.gov/evs/2016/roll604.xml
HR6416-114,House,114,2,Final Passage Under Suspension of the Rules Results,606,http://clerk.house.gov/evs/2016/roll606.xml
HR6427-114,House,114,2,Final Passage Under Suspension of the Rules Results,602,http://clerk.house.gov/evs/2016/roll602.xml
HR644-114,Senate,114,2,CONFERENCE REPORT AGREED TO,22,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00022
HR644-114,Senate,114,2,CLOTURE MOTION,21,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00021
HR644-114,House,114,1,Placeholder Text for H42510,693,http://clerk.house.gov/evs/2015/roll693.xml
HR644-114,House,114,1,Placeholder Text for H42411,692,http://clerk.house.gov/evs/2015/roll692.xml
HR644-114,House,114,1,Vote on House Agreeing to the Senate Action,655,http://clerk.house.gov/evs/2015/roll655.xml
HR644-114,House,114,1,Vote on House Agreeing to the Senate Action,652,http://clerk.house.gov/evs/2015/roll652.xml
HR644-114,House,114,1,Vote on House Agreeing to the Senate Action,363,http://clerk.house.gov/evs/2015/roll363.xml
HR644-114,Senate,114,1,PASSED SENATE,179,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00179
HR644-114,House,114,1,Passage of a Measure,80,http://clerk.house.gov/evs/2015/roll080.xml
HR644-114,House,114,1,Motion to Commit/Recommit With Instructions Results,79,http://clerk.house.gov/evs/2015/roll079.xml
HR647-114,House,114,1,Final Passage Under Suspension of the Rules Results,113,http://clerk.house.gov/evs/2015/roll113.xml
HR648-114,House,114,1,Final Passage Under Suspension of the Rules Results,114,http://clerk.house.gov/evs/2015/roll114.xml
HR650-114,House,114,1,Passage of a Measure,151,http://clerk.house.gov/evs/2015/roll151.xml
HR650-114,House,114,1,Motion to Commit/Recommit With Instructions Results,150,http://clerk.house.gov/evs/2015/roll150.xml
HR651-114,House,114,1,Final Passage Under Suspension of the Rules Results,177,http://clerk.house.gov/evs/2015/roll177.xml
HR670-114,House,114,2,Final Passage Under Suspension of the Rules Results,521,http://clerk.house.gov/evs/2016/roll521.xml
HR675-114,House,114,1,Final Passage Under Suspension of the Rules Results,472,http://clerk.house.gov/evs/2015/roll472.xml
HR685-114,House,114,1,Passage of a Measure,152,http://clerk.house.gov/evs/2015/roll152.xml
HR692-114,House,114,1,Passage of a Measure,557,http://clerk.house.gov/evs/2015/roll557.xml
HR699-114,House,114,2,Final Passage Under Suspension of the Rules Results,167,http://clerk.house.gov/evs/2016/roll167.xml
HR7-114,House,114,1,Passage of a Measure,45,http://clerk.house.gov/evs/2015/roll045.xml
HR7-114,House,114,1,Motion to Commit/Recommit With Instructions Results,44,http://clerk.house.gov/evs/2015/roll044.xml
HR702-114,House,114,1,Passage of a Measure,549,http://clerk.house.gov/evs/2015/roll549.xml
HR702-114,House,114,1,Motion to Commit/Recommit With Instructions Results,548,http://clerk.house.gov/evs/2015/roll548.xml
HR712-114,House,114,2,Passage of a Measure,12,http://clerk.house.gov/evs/2016/roll012.xml
HR712-114,House,114,2,Motion to Commit/Recommit With Instructions Results,11,http://clerk.house.gov/evs/2016/roll011.xml
HR719-114,House,114,1,Vote on House Agreeing to the Senate Action,528,http://clerk.house.gov/evs/2015/roll528.xml
HR719-114,Senate,114,1,SENATE CONCURRED (FREE TEXT),272,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00272
HR719-114,Senate,114,1,CLOTURE MOTION,271,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00271
HR719-114,House,114,1,Final Passage Under Suspension of the Rules Results,69,http://clerk.house.gov/evs/2015/roll069.xml
HR720-114,House,114,1,Final Passage Under Suspension of the Rules Results,70,http://clerk.house.gov/evs/2015/roll070.xml
HR734-114,House,114,1,Final Passage Under Suspension of the Rules Results,85,http://clerk.house.gov/evs/2015/roll085.xml
HR749-114,House,114,1,Passage of a Measure,112,http://clerk.house.gov/evs/2015/roll112.xml
HR749-114,House,114,1,Motion to Commit/Recommit With Instructions Results,111,http://clerk.house.gov/evs/2015/roll111.xml
HR757-114,House,114,2,Vote on House Agreeing to the Senate Action,82,http://clerk.house.gov/evs/2016/roll082.xml
HR757-114,Senate,114,2,PASSED SENATE,20,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00020
HR757-114,House,114,2,Final Passage Under Suspension of the Rules Results,43,http://clerk.house.gov/evs/2016/roll043.xml
HR758-114,House,114,1,Passage of a Measure,501,http://clerk.house.gov/evs/2015/roll501.xml
HR758-114,House,114,1,Motion to Commit/Recommit With Instructions Results,500,http://clerk.house.gov/evs/2015/roll500.xml
HR766-114,House,114,2,Passage of a Measure,63,http://clerk.house.gov/evs/2016/roll063.xml
HR766-114,House,114,2,Motion to Commit/Recommit With Instructions Results,62,http://clerk.house.gov/evs/2016/roll062.xml
HR8-114,House,114,1,Passage of a Measure,672,http://clerk.house.gov/evs/2015/roll672.xml
HR8-114,House,114,1,Motion to Commit/Recommit With Instructions Results,671,http://clerk.house.gov/evs/2015/roll671.xml
HR805-114,House,114,1,Final Passage Under Suspension of the Rules Results,377,http://clerk.house.gov/evs/2015/roll377.xml
HR876-114,House,114,1,Final Passage Under Suspension of the Rules Results,115,http://clerk.house.gov/evs/2015/roll115.xml
HR880-114,House,114,1,Passage of a Measure,260,http://clerk.house.gov/evs/2015/roll260.xml
HR880-114,House,114,1,Motion to Commit/Recommit With Instructions Results,259,http://clerk.house.gov/evs/2015/roll259.xml
HR897-114,House,114,2,Passage of a Measure,237,http://clerk.house.gov/evs/2016/roll237.xml
HR897-114,House,114,2,Motion to Commit/Recommit With Instructions Results,236,http://clerk.house.gov/evs/2016/roll236.xml
HR897-114,House,114,2,Final Passage Under Suspension of the Rules Results,199,http://clerk.house.gov/evs/2016/roll199.xml
HR91-114,House,114,1,Vote on House Agreeing to the Senate Action,391,http://clerk.house.gov/evs/2015/roll391.xml
HR91-114,House,114,1,Final Passage Under Suspension of the Rules Results,240,http://clerk.house.gov/evs/2015/roll240.xml
HR954-114,House,114,2,Passage of a Measure,563,http://clerk.house.gov/evs/2016/roll563.xml
HR985-114,House,114,2,Final Passage Under Suspension of the Rules Results,575,http://clerk.house.gov/evs/2016/roll575.xml
S1-114,Senate,114,1,FAILED OF PASSAGE OVER VETO,68,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00068
S1-114,House,114,1,Passage of a Measure,75,http://clerk.house.gov/evs/2015/roll075.xml
S1-114,House,114,1,Motion to Commit/Recommit With Instructions Results,74,http://clerk.house.gov/evs/2015/roll074.xml
S1-114,Senate,114,1,PASSED SENATE,49,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00049
S1-114,Senate,114,1,CLOTURE MOTION,45,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00045
S1-114,Senate,114,1,CLOTURE MOTION,30,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00030
