bill_id,chamber,term,session,action,roll_number,url
HR503-113,House,113,2,Final Passage Under Suspension of the Rules Results,242,http://clerk.house.gov/evs/2014/roll242.xml
HR5050-113,House,113,2,Final Passage Under Suspension of the Rules Results,535,http://clerk.house.gov/evs/2014/roll535.xml
HR507-113,House,113,1,Final Passage Under Suspension of the Rules Results,131,http://clerk.house.gov/evs/2013/roll131.xml
HR5078-113,House,113,2,Passage of a Measure,489,http://clerk.house.gov/evs/2014/roll489.xml
HR5078-113,House,113,2,Motion to Commit/Recommit With Instructions Results,488,http://clerk.house.gov/evs/2014/roll488.xml
HR5081-113,House,113,2,Final Passage Under Suspension of the Rules Results,454,http://clerk.house.gov/evs/2014/roll454.xml
HR5089-113,House,113,2,Final Passage Under Suspension of the Rules Results,481,http://clerk.house.gov/evs/2014/roll481.xml
HR5108-113,House,113,2,Final Passage Under Suspension of the Rules Results,497,http://clerk.house.gov/evs/2014/roll497.xml
HR5111-113,House,113,2,Final Passage Under Suspension of the Rules Results,447,http://clerk.house.gov/evs/2014/roll447.xml
HR5161-113,House,113,2,Final Passage Under Suspension of the Rules Results,496,http://clerk.house.gov/evs/2014/roll496.xml
HR5162-113,House,113,2,Final Passage Under Suspension of the Rules Results,520,http://clerk.house.gov/evs/2014/roll520.xml
HR5230-113,House,113,2,Passage of a Measure,478,http://clerk.house.gov/evs/2014/roll478.xml
HR527-113,Senate,113,1,PASSED SENATE,203,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00203
HR527-113,House,113,1,Passage of a Measure,128,http://clerk.house.gov/evs/2013/roll128.xml
HR527-113,House,113,1,Motion to Commit/Recommit With Instructions Results,127,http://clerk.house.gov/evs/2013/roll127.xml
HR5272-113,House,113,2,Passage of a Measure,479,http://clerk.house.gov/evs/2014/roll479.xml
HR5405-113,House,113,2,Final Passage Under Suspension of the Rules Results,501,http://clerk.house.gov/evs/2014/roll501.xml
HR5461-113,House,113,2,Final Passage Under Suspension of the Rules Results,502,http://clerk.house.gov/evs/2014/roll502.xml
HR5462-113,House,113,2,Final Passage Under Suspension of the Rules Results,505,http://clerk.house.gov/evs/2014/roll505.xml
HR5629-113,House,113,2,Final Passage Under Suspension of the Rules Results,532,http://clerk.house.gov/evs/2014/roll532.xml
HR5682-113,House,113,2,Passage of a Measure,519,http://clerk.house.gov/evs/2014/roll519.xml
HR5682-113,House,113,2,Motion to Commit/Recommit With Instructions Results,518,http://clerk.house.gov/evs/2014/roll518.xml
HR5699-113,House,113,2,Final Passage Under Suspension of the Rules Results,564,http://clerk.house.gov/evs/2014/roll564.xml
HR5739-113,House,113,2,Final Passage Under Suspension of the Rules Results,537,http://clerk.house.gov/evs/2014/roll537.xml
HR5759-113,House,113,2,Passage of a Measure,550,http://clerk.house.gov/evs/2014/roll550.xml
HR5759-113,House,113,2,Motion to Commit/Recommit With Instructions Results,549,http://clerk.house.gov/evs/2014/roll549.xml
HR5769-113,House,113,2,Final Passage Under Suspension of the Rules Results,541,http://clerk.house.gov/evs/2014/roll541.xml
HR5771-113,Senate,113,2,PASSED SENATE,364,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00364
HR5771-113,House,113,2,Passage of a Measure,544,http://clerk.house.gov/evs/2014/roll544.xml
HR5771-113,House,113,2,Motion to Commit/Recommit With Instructions Results,543,http://clerk.house.gov/evs/2014/roll543.xml
HR5781-113,House,113,2,Passage of a Measure,553,http://clerk.house.gov/evs/2014/roll553.xml
HR5781-113,House,113,2,Motion to Commit/Recommit With Instructions Results,552,http://clerk.house.gov/evs/2014/roll552.xml
HR5806-113,House,113,2,Final Passage Under Suspension of the Rules Results,562,http://clerk.house.gov/evs/2014/roll562.xml
HR588-113,House,113,1,Final Passage Under Suspension of the Rules Results,129,http://clerk.house.gov/evs/2013/roll129.xml
HR592-113,House,113,1,Final Passage Under Suspension of the Rules Results,39,http://clerk.house.gov/evs/2013/roll039.xml
HR6-113,House,113,2,Passage of a Measure,359,http://clerk.house.gov/evs/2014/roll359.xml
HR6-113,House,113,2,Motion to Commit/Recommit With Instructions Results,358,http://clerk.house.gov/evs/2014/roll358.xml
HR624-113,House,113,1,Passage of a Measure,117,http://clerk.house.gov/evs/2013/roll117.xml
HR624-113,House,113,1,Motion to Commit/Recommit With Instructions Results,116,http://clerk.house.gov/evs/2013/roll116.xml
HR627-113,House,113,2,Final Passage Under Suspension of the Rules Results,183,http://clerk.house.gov/evs/2014/roll183.xml
HR634-113,House,113,1,Final Passage Under Suspension of the Rules Results,215,http://clerk.house.gov/evs/2013/roll215.xml
HR647-113,House,113,2,Passage of a Measure,545,http://clerk.house.gov/evs/2014/roll545.xml
HR667-113,House,113,1,Final Passage Under Suspension of the Rules Results,47,http://clerk.house.gov/evs/2013/roll047.xml
HR668-113,House,113,1,Final Passage Under Suspension of the Rules Results,57,http://clerk.house.gov/evs/2013/roll057.xml
HR678-113,House,113,1,Passage of a Measure,96,http://clerk.house.gov/evs/2013/roll096.xml
HR678-113,House,113,1,Motion to Commit/Recommit With Instructions Results,95,http://clerk.house.gov/evs/2013/roll095.xml
HR685-113,House,113,2,Final Passage Under Suspension of the Rules Results,219,http://clerk.house.gov/evs/2014/roll219.xml
HR7-113,House,113,2,Passage of a Measure,30,http://clerk.house.gov/evs/2014/roll030.xml
HR7-113,House,113,2,Motion to Commit/Recommit With Instructions Results,29,http://clerk.house.gov/evs/2014/roll029.xml
HR701-113,House,113,1,Final Passage Under Suspension of the Rules Results,148,http://clerk.house.gov/evs/2013/roll148.xml
HR724-113,House,113,2,Final Passage Under Suspension of the Rules Results,2,http://clerk.house.gov/evs/2014/roll002.xml
HR742-113,House,113,1,Final Passage Under Suspension of the Rules Results,216,http://clerk.house.gov/evs/2013/roll216.xml
HR756-113,House,113,1,Final Passage Under Suspension of the Rules Results,107,http://clerk.house.gov/evs/2013/roll107.xml
HR761-113,House,113,1,Passage of a Measure,471,http://clerk.house.gov/evs/2013/roll471.xml
HR761-113,House,113,1,Motion to Commit/Recommit With Instructions Results,470,http://clerk.house.gov/evs/2013/roll470.xml
HR767-113,House,113,1,Final Passage Under Suspension of the Rules Results,147,http://clerk.house.gov/evs/2013/roll147.xml
HR801-113,House,113,2,Final Passage Under Suspension of the Rules Results,15,http://clerk.house.gov/evs/2014/roll015.xml
HR803-113,House,113,2,Vote on House Agreeing to the Senate Action,378,http://clerk.house.gov/evs/2014/roll378.xml
HR803-113,Senate,113,2,PASSED SENATE,214,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00214
HR803-113,House,113,1,Passage of a Measure,75,http://clerk.house.gov/evs/2013/roll075.xml
HR803-113,House,113,1,Motion to Commit/Recommit With Instructions Results,74,http://clerk.house.gov/evs/2013/roll074.xml
HR807-113,House,113,1,Passage of a Measure,142,http://clerk.house.gov/evs/2013/roll142.xml
HR807-113,House,113,1,Motion to Commit/Recommit With Instructions Results,141,http://clerk.house.gov/evs/2013/roll141.xml
HR83-113,Senate,113,2,SENATE AGREED (FREE TEXT),354,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00354
HR83-113,Senate,113,2,FREE TEXT,353,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00353
HR83-113,Senate,113,2,CLOTURE MOTION,352,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00352
HR83-113,House,113,2,Vote on House Agreeing to the Senate Action,563,http://clerk.house.gov/evs/2014/roll563.xml
HR850-113,House,113,1,Final Passage Under Suspension of the Rules Results,427,http://clerk.house.gov/evs/2013/roll427.xml
HR862-113,House,113,1,Final Passage Under Suspension of the Rules Results,247,http://clerk.house.gov/evs/2013/roll247.xml
HR863-113,House,113,2,Final Passage Under Suspension of the Rules Results,201,http://clerk.house.gov/evs/2014/roll201.xml
HR876-113,House,113,1,Final Passage Under Suspension of the Rules Results,245,http://clerk.house.gov/evs/2013/roll245.xml
HR882-113,House,113,1,Final Passage Under Suspension of the Rules Results,104,http://clerk.house.gov/evs/2013/roll104.xml
HR890-113,House,113,1,Passage of a Measure,68,http://clerk.house.gov/evs/2013/roll068.xml
HR890-113,House,113,1,Motion to Commit/Recommit With Instructions Results,67,http://clerk.house.gov/evs/2013/roll067.xml
HR899-113,House,113,2,Passage of a Measure,90,http://clerk.house.gov/evs/2014/roll090.xml
HR899-113,House,113,2,Motion to Commit/Recommit With Instructions Results,89,http://clerk.house.gov/evs/2014/roll089.xml
HR933-113,House,113,1,Vote on House Agreeing to the Senate Action,89,http://clerk.house.gov/evs/2013/roll089.xml
HR933-113,Senate,113,1,PASSED SENATE,44,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00044
HR933-113,Senate,113,1,CLOTURE MOTION,43,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00043
HR933-113,House,113,1,Passage of a Measure,62,http://clerk.house.gov/evs/2013/roll062.xml
HR933-113,House,113,1,Motion to Commit/Recommit With Instructions Results,61,http://clerk.house.gov/evs/2013/roll061.xml
HR935-113,House,113,2,Passage of a Measure,470,http://clerk.house.gov/evs/2014/roll470.xml
HR935-113,House,113,2,Motion to Commit/Recommit With Instructions Results,469,http://clerk.house.gov/evs/2014/roll469.xml
HR935-113,House,113,2,Final Passage Under Suspension of the Rules Results,455,http://clerk.house.gov/evs/2014/roll455.xml
HR938-113,House,113,2,Final Passage Under Suspension of the Rules Results,95,http://clerk.house.gov/evs/2014/roll095.xml
HR967-113,House,113,1,Final Passage Under Suspension of the Rules Results,108,http://clerk.house.gov/evs/2013/roll108.xml
HR982-113,House,113,1,Passage of a Measure,579,http://clerk.house.gov/evs/2013/roll579.xml
HR982-113,House,113,1,Motion to Commit/Recommit With Instructions Results,578,http://clerk.house.gov/evs/2013/roll578.xml
HR992-113,House,113,1,Passage of a Measure,569,http://clerk.house.gov/evs/2013/roll569.xml
HR992-113,House,113,1,Motion to Commit/Recommit With Instructions Results,568,http://clerk.house.gov/evs/2013/roll568.xml
S1000-113,House,113,2,Final Passage Under Suspension of the Rules Results,555,http://clerk.house.gov/evs/2014/roll555.xml
S1003-113,Senate,113,1,CLOTURE MOTION,142,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00142
S1044-113,House,113,2,Final Passage Under Suspension of the Rules Results,339,http://clerk.house.gov/evs/2014/roll339.xml
S1086-113,Senate,113,2,SENATE AGREED (FREE TEXT),276,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00276
S1086-113,Senate,113,2,CLOTURE MOTION,275,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00275
S1086-113,Senate,113,2,PASSED SENATE,77,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00077
S1197-113,Senate,113,1,CLOTURE MOTION,245,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00245
S1197-113,Senate,113,1,CLOTURE MOTION,236,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00236
S1238-113,Senate,113,1,CLOTURE MOTION,171,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00171
S1243-113,Senate,113,1,CLOTURE MOTION,199,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00199
S1243-113,Senate,113,1,MOTION TO RECOMMIT,187,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00187
S1243-113,Senate,113,1,CLOTURE MOTION,181,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00181
S130-113,House,113,1,Final Passage Under Suspension of the Rules Results,452,http://clerk.house.gov/evs/2013/roll452.xml
S1348-113,House,113,1,Final Passage Under Suspension of the Rules Results,503,http://clerk.house.gov/evs/2013/roll503.xml
S1471-113,House,113,1,Final Passage Under Suspension of the Rules Results,634,http://clerk.house.gov/evs/2013/roll634.xml
S1569-113,Senate,113,1,CLOTURE MOTION,216,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00216
S16-113,Senate,113,1,CLOTURE MOTION,26,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00026
S1603-113,House,113,2,Final Passage Under Suspension of the Rules Results,503,http://clerk.house.gov/evs/2014/roll503.xml
S1752-113,Senate,113,2,CLOTURE MOTION,59,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00059
S1845-113,Senate,113,2,CLOTURE MOTION,24,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00024
S1845-113,Senate,113,2,CLOTURE MOTION,10,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00010
S1845-113,Senate,113,2,MOTION TO TABLE REJECTED,8,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00008
S1845-113,Senate,113,2,MOTION TO TABLE REJECTED,3,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00003
S1845-113,Senate,113,2,CLOTURE MOTION,2,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00002
S1917-113,Senate,113,2,PASSED SENATE,62,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00062
S1917-113,Senate,113,2,CLOTURE MOTION,60,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00060
S1926-113,Senate,113,2,PASSED SENATE,19,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00019
S1926-113,Senate,113,2,MOTION TO WAIVE (MEASURE),15,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00015
S1926-113,Senate,113,2,CLOTURE MOTION,14,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00014
S1963-113,Senate,113,2,CLOTURE MOTION,26,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00026
S1982-113,Senate,113,2,MOTION TO WAIVE (MEASURE),46,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00046
S1982-113,Senate,113,2,MOTION TO TABLE REJECTED,45,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00045
S1982-113,Senate,113,2,CLOTURE MOTION,44,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00044
S2040-113,House,113,2,Final Passage Under Suspension of the Rules Results,534,http://clerk.house.gov/evs/2014/roll534.xml
S2124-113,Senate,113,2,CLOTURE MOTION,79,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00079
S2154-113,House,113,2,Final Passage Under Suspension of the Rules Results,500,http://clerk.house.gov/evs/2014/roll500.xml
S2183-113,House,113,2,Final Passage Under Suspension of the Rules Results,150,http://clerk.house.gov/evs/2014/roll150.xml
S2199-113,Senate,113,2,CLOTURE MOTION,262,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00262
S2199-113,Senate,113,2,CLOTURE MOTION,260,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00260
S2199-113,Senate,113,2,CLOTURE MOTION,103,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00103
S2223-113,Senate,113,2,CLOTURE MOTION,117,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00117
S2244-113,House,113,2,Passage of a Measure,557,http://clerk.house.gov/evs/2014/roll557.xml
S2244-113,Senate,113,2,PASSED SENATE,231,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00231
S2262-113,Senate,113,2,CLOTURE MOTION,142,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00142
S2262-113,Senate,113,2,CLOTURE MOTION,131,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00131
S2280-113,Senate,113,2,FAILED PASSAGE,280,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00280
S230-113,House,113,2,Final Passage Under Suspension of the Rules Results,13,http://clerk.house.gov/evs/2014/roll013.xml
S2363-113,Senate,113,2,CLOTURE MOTION,220,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00220
S2363-113,Senate,113,2,CLOTURE MOTION,218,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00218
S2432-113,Senate,113,2,CLOTURE MOTION,185,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00185
S2450-113,Senate,113,2,PASSED COMPANION MEASURE IN SENATE,187,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00187
S25-113,Senate,113,2,SENATE AGREED (FREE TEXT),35,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00035
S25-113,House,113,2,Final Passage Under Suspension of the Rules Results,60,http://clerk.house.gov/evs/2014/roll060.xml
S256-113,House,113,1,Final Passage Under Suspension of the Rules Results,454,http://clerk.house.gov/evs/2013/roll454.xml
S2569-113,Senate,113,2,CLOTURE MOTION,249,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00249
S2569-113,Senate,113,2,CLOTURE MOTION,240,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00240
S2578-113,Senate,113,2,CLOTURE MOTION,228,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00228
S2648-113,Senate,113,2,MOTION TO WAIVE (MEASURE),252,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00252
S2648-113,Senate,113,2,CLOTURE MOTION,250,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00250
S2685-113,Senate,113,2,CLOTURE MOTION,282,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00282
S304-113,House,113,1,Final Passage Under Suspension of the Rules Results,453,http://clerk.house.gov/evs/2013/roll453.xml
S388-113,Senate,113,1,CLOTURE MOTION,27,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00027
S459-113,House,113,1,Final Passage Under Suspension of the Rules Results,455,http://clerk.house.gov/evs/2013/roll455.xml
S47-113,House,113,1,Passage of a Measure,55,http://clerk.house.gov/evs/2013/roll055.xml
S47-113,Senate,113,1,PASSED SENATE,19,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00019
S47-113,Senate,113,1,MOTION TO CONSIDER,12,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00012
S476-113,House,113,2,Final Passage Under Suspension of the Rules Results,506,http://clerk.house.gov/evs/2014/roll506.xml
S540-113,Senate,113,2,SENATE AGREED (FREE TEXT),34,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00034
S540-113,Senate,113,2,CLOTURE MOTION,33,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00033
S540-113,House,113,2,Passage of a Measure,61,http://clerk.house.gov/evs/2014/roll061.xml
S601-113,Senate,113,1,PASSED SENATE,124,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00124
S622-113,House,113,1,Final Passage Under Suspension of the Rules Results,185,http://clerk.house.gov/evs/2013/roll185.xml
S649-113,Senate,113,1,CLOTURE MOTION,95,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00095
S743-113,Senate,113,1,PASSED SENATE,113,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00113
S743-113,Senate,113,1,CLOTURE MOTION,111,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00111
S743-113,Senate,113,1,MOTION TO CONSIDER,110,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00110
S743-113,Senate,113,1,CLOTURE MOTION,107,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00107
S744-113,Senate,113,1,PASSED SENATE,168,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00168
S744-113,Senate,113,1,CLOTURE MOTION,167,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00167
S744-113,Senate,113,1,AMENDMENT AGREED TO,166,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00166
S744-113,Senate,113,1,CLOTURE MOTION,164,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00164
S744-113,Senate,113,1,MOTION TO WAIVE (AMENDMENT),162,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00162
S744-113,Senate,113,1,MOTION TO CONSIDER,147,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00147
S744-113,Senate,113,1,CLOTURE MOTION,146,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00146
S793-113,House,113,1,Final Passage Under Suspension of the Rules Results,462,http://clerk.house.gov/evs/2013/roll462.xml
S815-113,Senate,113,1,PASSED SENATE,232,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00232
S815-113,Senate,113,1,CLOTURE MOTION,231,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00231
S815-113,Senate,113,1,CLOTURE MOTION,229,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00229
S953-113,Senate,113,1,CLOTURE MOTION,143,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00143
S954-113,Senate,113,1,PASSED SENATE,145,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00145
S954-113,Senate,113,1,CLOTURE MOTION,141,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00141
SJRES19-113,Senate,113,2,CLOTURE MOTION,261,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00261
SJRES19-113,Senate,113,2,CLOTURE MOTION,259,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00259
SJRES26-113,Senate,113,1,MOTION TO CONSIDER,220,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00220
HJRES35-114,House,114,1,Passage of a Measure,104,http://clerk.house.gov/evs/2015/roll104.xml
HJRES43-114,House,114,1,Passage of a Measure,194,http://clerk.house.gov/evs/2015/roll194.xml
HJRES88-114,House,114,2,Placeholder Text for H43410,338,http://clerk.house.gov/evs/2016/roll338.xml
HJRES88-114,House,114,2,Placeholder Text for H8A000,337,http://clerk.house.gov/evs/2016/roll337.xml
HJRES88-114,Senate,114,2,PASSED SENATE,84,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=2&vote=00084
HJRES88-114,House,114,2,Passage of a Measure,176,http://clerk.house.gov/evs/2016/roll176.xml
HR10-114,House,114,1,Passage of a Measure,559,http://clerk.house.gov/evs/2015/roll559.xml
HR10-114,House,114,1,Motion to Commit/Recommit With Instructions Results,558,http://clerk.house.gov/evs/2015/roll558.xml
HR1020-114,House,114,1,Final Passage Under Suspension of the Rules Results,88,http://clerk.house.gov/evs/2015/roll088.xml
HR1029-114,House,114,1,Passage of a Measure,121,http://clerk.house.gov/evs/2015/roll121.xml
HR1029-114,House,114,1,Motion to Commit/Recommit With Instructions Results,120,http://clerk.house.gov/evs/2015/roll120.xml
HR1030-114,House,114,1,Passage of a Measure,125,http://clerk.house.gov/evs/2015/roll125.xml
HR1030-114,House,114,1,Motion to Commit/Recommit With Instructions Results,124,http://clerk.house.gov/evs/2015/roll124.xml
HR1090-114,House,114,1,Passage of a Measure,575,http://clerk.house.gov/evs/2015/roll575.xml
HR1105-114,House,114,1,Passage of a Measure,161,http://clerk.house.gov/evs/2015/roll161.xml
HR1105-114,House,114,1,Motion to Commit/Recommit With Instructions Results,160,http://clerk.house.gov/evs/2015/roll160.xml
HR1155-114,House,114,2,Passage of a Measure,20,http://clerk.house.gov/evs/2016/roll020.xml
HR1155-114,House,114,2,Motion to Commit/Recommit With Instructions Results,19,http://clerk.house.gov/evs/2016/roll019.xml
HR1190-114,House,114,1,Passage of a Measure,376,http://clerk.house.gov/evs/2015/roll376.xml
HR1191-114,House,114,1,Vote on House Agreeing to the Senate Action,226,http://clerk.house.gov/evs/2015/roll226.xml
HR1191-114,Senate,114,1,PASSED SENATE,174,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=114&session=1&vote=00174
HR1191-114,House,114,1,Final Passage Under Suspension of the Rules Results,118,http://clerk.house.gov/evs/2015/roll118.xml
HR1195-114,House,114,1,Passage of a Measure,167,http://clerk.house.gov/evs/2015/roll167.xml
HR1195-114,House,114,1,Motion to Commit/Recommit With Instructions Results,166,http://clerk.house.gov/evs/2015/roll166.xml
